Transaction Number,Vendor,Category,Amount
5201145387,NEW ECONOMICS FOUNDATION,Communication,"£3,119.05"
8001899069,WEST LONDON MISSION,Temporary Accommodation,"£3,118.38"
8001899698,WEST LONDON MISSION,Temporary Accommodation,"£3,118.38"
8001899057,WEST LONDON MISSION,Temporary Accommodation,"£3,118.38"
8001897292,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,110.06"
1900806711,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£3,109.37"
8001889524,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,100.28"
5201144929, ITM COMMUNICATIONS LTD,IT and Telecoms,"£3,100.00"
8001897322,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001897364,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001899783,MELROSE HOUSE,Temporary Accommodation,"£3,100.00"
8001897358,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001899524,NAS SERVICES LTD,Children and Education,"£3,098.20"
8001893221,NAS SERVICES LTD,Children and Education,"£3,098.20"
1900808022,WOODCROFT SCHOOL,General,"£3,084.40"
1900808025,WOODCROFT SCHOOL,General,"£3,084.40"
1900808021,WOODCROFT SCHOOL,General,"£3,084.40"
1900808023,WOODCROFT SCHOOL,General,"£3,084.40"
1900808024,WOODCROFT SCHOOL,General,"£3,084.40"
1900807343,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£3,081.03"
1900806785,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£3,066.65"
8001897475,DRS CARE HOMES LTD,Temporary Accommodation,"£3,066.35"
8001898881,THE NELSON TRUST,Social care,"£3,064.04"
8001899694,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.99"
8001899732,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.37"
200345828,DIMENSIONS (UK) LIMITED,Social care,"£3,060.96"
8001897362,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001897360,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001897363,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001897367,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001897361,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001897368,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001897441,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001899798,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£3,055.72"
8001897280,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,039.81"
8001894863,SEVACARE (UK) LTD,Social care,"£3,031.72"
8001892341,YOUR CHOICE (BARNET) LTD,Social care,"£3,030.00"
8001890244,NEXT STEP SUPPORT LTD,Social care,"£3,024.80"
8001889583,VINEYARD (UK) SERVICES LTD,Social care,"£3,024.00"
8001889582,VINEYARD (UK) SERVICES LTD,Social care,"£3,024.00"
8001889588,VINEYARD (UK) SERVICES LTD,Social care,"£3,024.00"
8001889591,VINEYARD (UK) SERVICES LTD,Social care,"£3,024.00"
8001889589,VINEYARD (UK) SERVICES LTD,Social care,"£3,024.00"
8001889592,VINEYARD (UK) SERVICES LTD,Social care,"£3,024.00"
8001897356,DRS CARE HOMES LTD,Temporary Accommodation,"£3,012.10"
8001899877,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£3,011.43"
8001892342,YOUR CHOICE (BARNET) LTD,Social care,"£3,010.00"
8001895037,KISHARON,Social care,"£3,003.90"
8001892467,SHINE PARTNERSHIPS LTD,Social care,"£3,002.57"
8001886652,ST ALEX LTD,Temporary Accommodation,"£3,001.60"
1900806963,FASTGRAND LTD,Temporary Accommodation,"£3,000.00"
1900806900,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900807538,KULLANS ESTATE AGENT,Temporary Accommodation,"£3,000.00"
1900805959,TRAYNOR & COMPANY LIMITED,Temporary Accommodation,"£3,000.00"
1900806817,NEPTUNE ESTATE AGENTS LIMITED,Temporary Accommodation,"£3,000.00"
1900806819,A W PROPERTY MANAGEMENT LTD,Temporary Accommodation,"£3,000.00"
1900807785,IKENNA NZE,Temporary Accommodation,"£3,000.00"
1900808226,HUDDLETONS,Temporary Accommodation,"£3,000.00"
1900807907,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900806904,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900806795,ROSEPUL SERVICES,Temporary Accommodation,"£3,000.00"
1900808242,NEPTUNE ESTATE AGENTS LIMITED,Temporary Accommodation,"£3,000.00"
1900806818,TARGET PROPERTY LTD,Temporary Accommodation,"£3,000.00"
1900808246,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
1900807751,NATIONAL ESTATES,Temporary Accommodation,"£3,000.00"
1900808296,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900806901,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900807791,OYSTER PROPERTIES,Temporary Accommodation,"£3,000.00"
1900808026,EDWARD JAMES PROPERTY SERVICES,Temporary Accommodation,"£3,000.00"
1900807426,ASSURED PROPERTY SERVICES LTD,Temporary Accommodation,"£3,000.00"
1900806895,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900808262,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
1900806902,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900807540,DELTA RESIDENTIAL (TYNEMOUTH) LTD,Temporary Accommodation,"£3,000.00"
1900806903,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900807238,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
8001886654,ST ALEX LTD,Temporary Accommodation,"£3,000.00"
1900808309,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900807744,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
1900807563,SMART MOVE,Temporary Accommodation,"£3,000.00"
1900806909,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900806905,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900808297,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900808661,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,000.00"
5201147050,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£3,000.00"
1900807833,ASSURED PROPERTY SERVICES LTD,Temporary Accommodation,"£3,000.00"
1900806911,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900806910,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
1900806906,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,000.00"
8001900203,CONSENSA CARE LTD,Social care,"£2,993.71"
8001899721,JANITH HOMES LTD,Temporary Accommodation,"£2,992.38"
8001884371,OURRIS RESIDENTIAL HOMES LTD,Social care,"£2,990.00"
5201147361,CHILTERN SPORTS CONTRACTORS LTD,"Construction, Property and Fac Man","£2,987.00"
8001892468,SHINE PARTNERSHIPS LTD,Temporary Accommodation,"£2,980.43"
8001899263,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£2,979.51"
8001892424,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892434,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892455,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892426,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892435,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892457,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892418,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892423,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892409,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892425,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892412,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892427,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892413,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892428,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892414,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892453,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892452,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892454,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892449,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892416,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892417,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001892420,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
1900808553,CNETSO LIMITED,IT and Telecoms,"£2,978.00"
8001897526,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,967.15"
8001897396,BAXENDALE WOODSIDE HOME,Temporary Accommodation,"£2,962.72"
8001899755,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,961.96"
8001892438,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,958.04"
8001892436,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,958.04"
8001892431,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,958.04"
1900807491,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£2,956.00"
8001899850,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,953.85"
1900806798,FRESH START FOR KIDS,Children and Education,"£2,952.00"
5201147762,FISCAL TECHNOLOGIES LTD,IT and Telecoms,"£2,950.00"
8001896942,CARE 4 U LTD,Social care,"£2,949.00"
5201147057,BRADY CORP LTD,Communication,"£2,944.20"
5201146334,LONDON BOROUGH OF ISLINGTON,Children and Education,"£2,942.65"
8001898828,PREMIER CAREWAITING LTD,Social care,"£2,940.00"
8001897327,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,936.15"
200345845,HARINGEY SOMALI COMMUNIT & CULTURAL,Social care,"£2,928.20"
8001886742,HAZELDENE CARE & SUPPORT LTD,Social care,"£2,922.86"
8001899129,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£2,922.86"
5201147460,LANCASHIRE FLOORING LTD,"Construction, Property and Fac Man","£2,922.67"
8001887641,PRECIOUS HOMES LTD,Temporary Accommodation,"£2,914.29"
8001897397,BAXENDALE WOODSIDE HOME,Temporary Accommodation,"£2,900.72"
1900808529,CALLCREDIT LTD,Finance,"£2,900.00"
8001897374,ST ALEX LTD,Temporary Accommodation,"£2,898.50"
5201144930,ORANGE PCS LTD,IT and Telecoms,"£2,889.00"
5201147463,AMBIENT LANDSCAPES LTD,"Construction, Property and Fac Man","£2,882.25"
1900807013,EYLA,General,"£2,880.00"
8001899261,THE ROYAL ASSOCIATION FOR DEAF PEOP,Social care,"£2,880.00"
8001899884,THE GRANGE,Temporary Accommodation,"£2,878.57"
8001899882,THE GRANGE,Temporary Accommodation,"£2,878.57"
8001899888,THE GRANGE,Temporary Accommodation,"£2,878.57"
8001897536,ASHLEY HOUSE,Temporary Accommodation,"£2,878.57"
8001895021,CONSENSA CARE LTD,Social care,"£2,878.57"
8001897436,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001897466,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001897400,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,878.57"
8001897484,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,878.57"
8001897435,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001897524,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,878.57"
8001897433,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001897352,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,878.57"
8001897347,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001897420,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001897401,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,878.57"
8001897424,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,878.57"
8001892761,SEVACARE (UK) LTD,Social care,"£2,858.24"
8001890401,NEXT STEP SUPPORT LTD,Social care,"£2,852.00"
8001892407,SHINE PARTNERSHIPS LTD,Social care,"£2,848.68"
8001893864,ST ELIZABETHS CENTRE,Social care,"£2,847.20"
8001893863,ST ELIZABETHS CENTRE,Social care,"£2,847.20"
8001897521,SURREY COUNTY COUNCIL,Temporary Accommodation,"£2,844.82"
8001892664,THE FOSTERING FOUNDATION LTD,Children and Education,"£2,842.86"
8001900206,CONSENSA CARE LTD,Social care,"£2,834.29"
8001897243,CAMDEN LODGE,Temporary Accommodation,"£2,834.28"
8001886561,HAZELDENE CARE & SUPPORT LTD,Social care,"£2,828.57"
8001899860,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,825.43"
1900807440,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,818.68"
8001899797,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,812.15"
5201147802,RINGWAY JACOBS LIMITED,Public Realm,"£2,812.10"
8001895044,KISHARON,Social care,"£2,811.60"
8001897354,CONNIFERS CARE LIMITED,Temporary Accommodation,"£2,807.48"
8001897311,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£2,806.74"
1900807357,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,805.23"
8001890421,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,800.00"
8001888841,INDIVIDUALISED CARE LTD,Social care,"£2,800.00"
8001890402,NEXT STEP SUPPORT LTD,Social care,"£2,800.00"
8001896251,DILIGENT CARE SERVICES LTD,Social care,"£2,800.00"
8001895047,INDIVIDUALISED CARE LTD,Social care,"£2,800.00"
8001886649,ST ALEX LTD,Social care,"£2,800.00"
8001890403,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,800.00"
5201145467,NDOTM LIMITED T/A NEW DEAL OF THE M,General,"£2,800.00"
8001897477,CENTRAL & CECIL HOUSING TRUST,Temporary Accommodation,"£2,783.36"
5201146408,RINGWAY JACOBS LIMITED,Public Realm,"£2,778.20"
8001888941,INDIVIDUALISED CARE LTD,Social care,"£2,777.60"
8001895040,INDIVIDUALISED CARE LTD,Social care,"£2,777.60"
8001899018,ST LUCY LODGE,Temporary Accommodation,"£2,774.73"
8001897465,DRS CARE HOMES LTD,Temporary Accommodation,"£2,772.51"
8001898908,THE NELSON TRUST,Social care,"£2,767.52"
1900807766,THOMAS SINDEN LTD,"Construction, Property and Fac Man","£2,765.61"
8001897283,CONNIFERS CARE LIMITED,Temporary Accommodation,"£2,764.49"
5201147558,NPS LONDON LTD,"Construction, Property and Fac Man","£2,760.00"
8001895463,CHRISTIES CARE LTD,Social care,"£2,751.28"
8001894926,CHRISTIES CARE LTD,Social care,"£2,751.28"
8001890603,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,750.00"
8001897458,ASTON GRANGE LTD,Temporary Accommodation,"£2,745.72"
8001899872,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,745.72"
8001899873,THE HILLINGS LTD,Social care,"£2,745.72"
8001897418,ASTON GRANGE LTD,Temporary Accommodation,"£2,745.72"
8001892408,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
8001892441,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
8001892443,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
8001892458,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
8001892439,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
8001892450,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
8001892464,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,743.76"
200345831,STONEWALL HOUSING ASSOCIATION,Social care,"£2,743.23"
1900807379,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,742.19"
8001897321,MSASA CARE LTD,Temporary Accommodation,"£2,741.28"
8001899784,MSASA CARE LTD,Temporary Accommodation,"£2,741.28"
1900806891,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£2,731.88"
8001899893,JEWISH CARE,Temporary Accommodation,"£2,715.91"
8001897480,ALLIANCE CARE AND SUPPORT LTD,Temporary Accommodation,"£2,710.95"
8001897287,CONNIFERS CARE LIMITED,Temporary Accommodation,"£2,710.38"
1900807448,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£2,710.00"
8001899061,ST LUCY LODGE,Temporary Accommodation,"£2,708.96"
1900808528,PAUL ALEXANDER LTD,Temporary Accommodation,"£2,707.08"
5201145884,FINANCIAL DATA MANAGEMENT LTD,Communication,"£2,707.00"
1900807376,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,701.97"
5201146945,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£2,700.00"
5201146651,NDOTM LIMITED T/A NEW DEAL OF THE M,General,"£2,700.00"
8001890643,NEXT STEP SUPPORT LTD,Social care,"£2,690.60"
8001890641,NEXT STEP SUPPORT LTD,Social care,"£2,690.60"
8001891186,SGSL LIMITED,Social care,"£2,690.60"
1900808344,LONDON BOROUGH OF BROMLEY,Children and Education,"£2,679.60"
5201145845,REDACTED PERSONAL DATA,Sport and Leisure,"£2,676.59"
8001897333,DRS CARE HOMES LTD,Temporary Accommodation,"£2,674.82"
1900808238,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,673.00"
8001892466,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,671.43"
8001899717,JANITH HOMES LTD,Temporary Accommodation,"£2,666.31"
5201146766,RINGWAY JACOBS LIMITED,Public Realm,"£2,666.18"
8001899530,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,660.00"
8001897334,ASHLEY HOUSE,Temporary Accommodation,"£2,657.15"
8001897518,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,657.15"
8001899041,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,657.15"
8001897452,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,657.15"
8001899733,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,652.72"
8001897239,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,650.50"
8001899584,DIMENSIONS (UK) LIMITED,Temporary Accommodation,"£2,644.84"
8001885981,DIMENSIONS (UK) LIMITED,Social care,"£2,644.84"
8001885982,DIMENSIONS (UK) LIMITED,Temporary Accommodation,"£2,644.84"
8001899582,DIMENSIONS (UK) LIMITED,Social care,"£2,644.84"
1900807487,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£2,643.76"
8001899853,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,641.30"
8001886741,HAZELDENE CARE & SUPPORT LTD,Social care,"£2,640.12"
8001897413,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,635.00"
8001885481,CONNIFERS CARE LIMITED,Temporary Accommodation,"£2,635.00"
8001897471,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,634.38"
8001896755,REDACTED PERSONAL DATA,Social care,"£2,632.08"
8001896763,REDACTED PERSONAL DATA,Social care,"£2,632.08"
8001897514,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,631.25"
200345815,EPIC TRUST - SWALLOW HOUSE,Social care,"£2,627.84"
5201145631,UNIVERSITY OF ST ANDREWS,General,"£2,625.00"
8001895024,ST ALEX LTD,Temporary Accommodation,"£2,620.00"
5201146751,RINGWAY JACOBS LIMITED,Public Realm,"£2,617.44"
8001897346,ASHLEY HOUSE,Temporary Accommodation,"£2,616.93"
8001899712,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,614.57"
8001899062,WATERFALL HOUSE LTD,Temporary Accommodation,"£2,612.85"
8001899901,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,610.34"
8001899864,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,610.34"
1900806794,VEOLIA ES (UK) LTD,Public Realm,"£2,602.50"
8001880942,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,600.00"
8001890623,NTEC SUPPORT SERVICES LTD,Social care,"£2,600.00"
8001886520,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£2,600.00"
8001895028,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£2,600.00"
5201146421,REDACTED PERSONAL DATA,Learning and Development,"£2,600.00"
8001896233,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,600.00"
8001899858,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,597.35"
5201146672,ADVANCED SECURE TECHNOLOGIES LTD,Communication,"£2,595.00"
8001886645,ST ALEX LTD,Temporary Accommodation,"£2,588.00"
1900806797,SANCTUARY PERSONNEL LTD,People and Recruitment,"£2,587.50"
8001896981,SEVACARE (UK) LTD,Social care,"£2,585.24"
200345822,HORNSEY HOUSING TRUST,Social care,"£2,582.64"
8001899773,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,581.42"
8001899801,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,581.42"
8001899851,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,578.27"
8001885645,MAGICARE LTD,Temporary Accommodation,"£2,571.43"
8001899898,GCH PEREGRINE HOUSE LTD,Social care,"£2,568.57"
8001899828,THE GRANGE,Temporary Accommodation,"£2,568.57"
8001899913,GCH PEREGRINE HOUSE LTD,Social care,"£2,568.57"
8001899034,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£2,568.57"
8001897313,AVON LODGE UK LTD,Temporary Accommodation,"£2,568.57"
8001897468,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,568.57"
8001897228,AVON LODGE UK LTD,Temporary Accommodation,"£2,568.57"
8001897303,AVON LODGE UK LTD,Temporary Accommodation,"£2,568.57"
8001897490,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,568.57"
8001897408,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,568.57"
8001897336,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,568.57"
8001897414,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,568.57"
8001897425,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,568.57"
8001897493,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,567.56"
8001899861,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,563.87"
8001899844,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,563.65"
8001899843,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,563.65"
8001899700,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,563.65"
8001899849,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,563.65"
8001897463,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,561.93"
8001892440,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,560.84"
1900807615,"EAST ARCHIT, LANDSCAPE, URBAN DSGN",Communication,"£2,560.00"
5201146410,RINGWAY JACOBS LIMITED,Public Realm,"£2,559.75"
1900808476,LONDON FORENSIC PATHOLOGY LTD,General,"£2,558.90"
200345852,CENTRAL & CECIL HOUSING TRUST,Social care,"£2,552.14"
5201146782,RINGWAY JACOBS LIMITED,Public Realm,"£2,550.33"
8001898563,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898561,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898560,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898565,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898558,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898566,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898559,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001898562,OURRIS RESIDENTIAL HOMES LTD,Temporary Accommodation,"£2,546.43"
8001899007,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,546.43"
8001897512,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,542.68"
8001890245,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,540.00"
8001893828,LANGDON COMMUNITY,Temporary Accommodation,"£2,533.50"
8001899052,SOUTHGATE BEAUMOUNT CARE COMMUNITY,Temporary Accommodation,"£2,528.93"
8001897481,EUROPEAN CARE & LIFESTYLES (UK) LTD,Temporary Accommodation,"£2,528.93"
5201146581,BE FUELCARDS LIMITED,Energy and Utilities,"£2,523.42"
8001899847,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,520.95"
1900808247,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,520.00"
8001892104,HAIL LTD,Social care,"£2,517.45"
8001892181,HAIL LTD,Social care,"£2,515.00"
8001892422,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001892429,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001892419,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001892410,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001892456,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001892411,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001892415,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,508.04"
8001899051,ST LUCY LODGE,Temporary Accommodation,"£2,506.80"
8001897495,CENTRE FOR BETTER HEALTH LTD,Temporary Accommodation,"£2,502.15"
8001897343,CENTRE FOR BETTER HEALTH LTD,Temporary Accommodation,"£2,502.15"
5201146333,LONDON BOROUGH OF ISLINGTON,Children and Education,"£2,500.00"
8001890602,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,500.00"
5201145390,NDOTM LIMITED T/A NEW DEAL OF THE M,General,"£2,500.00"
5201147568,ENGLAND ATHLETICS LIMITED,Sport and Leisure,"£2,500.00"
1900808287,REDACTED PERSONAL DATA,Legal,"£2,500.00"
1900806806,REDACTED PERSONAL DATA,General,"£2,498.00"
8001899865,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,496.83"
8001889590,VINEYARD (UK) SERVICES LTD,Social care,"£2,484.00"
8001897449,CAMDEN LODGE,Temporary Accommodation,"£2,480.00"
8001897507,ASTON GRANGE LTD,Temporary Accommodation,"£2,476.25"
8001889601,LIFEWAYS COMMUNITY CARE LTD,Social care,"£2,470.44"
8001892322,YOUR CHOICE (BARNET) LTD,Social care,"£2,470.00"
8001892465,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,469.39"
8001891453,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£2,468.30"
8001894849,SEVACARE (UK) LTD,Social care,"£2,462.94"
5201145404,BOUNDS GREEN GROUP PRACTICE,Public Health,"£2,460.00"
8001885541,SCOPE,Social care,"£2,453.12"
