Transaction Number,Vendor,Category,Amount
8001821485,DRS CARE HOMES LTD,Temporary Accommodation,"£1,680"
8001843461,ASHNESS CARE LTD,Temporary Accommodation,"£1,680"
8001821492,DRS CARE HOMES LTD,Temporary Accommodation,"£1,680"
8001821494,DRS CARE HOMES LTD,Temporary Accommodation,"£1,680"
8001842766,ST MUNGOS COMMUNITY HOUSING ASSOCIA,Temporary Accommodation,"£1,676"
8001849535,SEVACARE (UK) LTD,Social care,"£1,675"
5201138920,REDACTED PERSONAL DATA,Sport and Leisure,"£1,674"
1900802269,VEOLIA ES (UK) LTD,Public Realm,"£1,674"
5201140472,CIPFA,Learning and Development,"£1,674"
5201140471,CIPFA,Learning and Development,"£1,674"
5201140012,FRASER HAMILTON ASSOCIATES LTD,Communication,"£1,671"
8001850954,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,670"
8001850958,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,670"
8001792201,RYANCARE FOSTERING LTD,Children and Education,"£1,669"
8001816801,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,668"
5201139153,MIDDLESEX UNIVERSITY,Learning and Development,"£1,665"
5201139154,MIDDLESEX UNIVERSITY,Learning and Development,"£1,665"
8001846529,NORTHLEACH COURT,Temporary Accommodation,"£1,664"
8001796381,PREMIER CAREWAITING LTD,Social care,"£1,662"
8001849611,SEVACARE (UK) LTD,Social care,"£1,662"
8001850902,FINEFAIR LTD,"Construction, Property and Fac Man","£1,661"
8001850980,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,661"
8001811837,FINEFAIR LTD,"Construction, Property and Fac Man","£1,660"
8001847447,BAXENDALE WOODSIDE HOME,Temporary Accommodation,"£1,659"
8001850941,INDEPENDENT PLUS LTD,"Construction, Property and Fac Man","£1,659"
8001805181,OASIS CARE & TRAINING AGENCY,Social care,"£1,658"
8001850944,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,656"
8001850978,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,656"
8001811914,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,656"
8001824981,THE REGARD PARTNERSHIP LIMITED,Social care,"£1,654"
1900803413,BINOH,Children and Education,"£1,650"
5201140042,RIMA DESIGN LTD,Communication,"£1,650"
1900802741,REDACTED PERSONAL DATA,Legal,"£1,650"
8001850915,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,650"
8001850907,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,650"
8001794421,HAIL LTD,Social care,"£1,649"
8001835001,HAIL LTD,Social care,"£1,649"
8001817961,EXTRA MILE CARE COMPANY,Social care,"£1,647"
5201141261,PLM OFFICE SOLUTION,General,"£1,641"
8001848638,PINETRUST RCH,Temporary Accommodation,"£1,632"
8001846574,MULLINVAM LIMITED,Temporary Accommodation,"£1,632"
5201140818,SWALLOWMAX LTD,Communication,"£1,632"
1900804092,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,629"
1900803328,RAHMAN & CO SOLICITORS,Legal,"£1,629"
8001846516,CEDAR GARDENS CARE LTD,Temporary Accommodation,"£1,627"
8001842734,GCH (QUEENSWAY) LTD,Temporary Accommodation,"£1,627"
8001842861,SATELLITE CONSORTIUM LIMITED,Social care,"£1,624"
8001801301,ST LUCY CARE SER T/A STEP FORWARD H,Social care,"£1,624"
1900802525,BROWNE JACOBSON LLP,Finance,"£1,624"
5201138375,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,620"
8001811955,FINEFAIR LTD,"Construction, Property and Fac Man","£1,620"
1900803836,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,618"
8001807921,CIRCLE OF CARE SERVICE LTD,Social care,"£1,617"
8001832461,CIRCLE OF CARE SERVICE LTD,Social care,"£1,614"
8001811831,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,613"
8001809221,CIRCLE OF CARE SERVICE LTD,Social care,"£1,612"
8001850924,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,612"
8001804361,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,610"
8001847524,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,610"
8001845461,GRANGE AND CASTLE SOLICITORS,Children and Education,"£1,610"
8001847446,CHASTON HOUSE LTD,Temporary Accommodation,"£1,610"
1900803617,BARNET ENFIELD+HARINGEY MH TRUST,People and Recruitment,"£1,610"
1900804352,BT PAYMENT SERVICES LTD,IT and Telecoms,"£1,608"
8001820243,NEWSTEAD NURSING HOME,Social care,"£1,607"
8001846667,NEWSTEAD NURSING HOME,Social care,"£1,607"
8001848941,FOSTER CARE LINK LTD,Children and Education,"£1,605"
1900803632,BARNET ENFIELD+HARINGEY MH TRUST,People and Recruitment,"£1,604"
8001811948,THEMICARE LTD,"Construction, Property and Fac Man","£1,600"
8001821361,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,600"
8001821493,DRS CARE HOMES LTD,Temporary Accommodation,"£1,600"
1900802220,PSYCHOLOGY4LAW LIMITED,General,"£1,600"
8001842737,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£1,596"
200344553,CYPRIOT COMMUNITY CENTRE,Social care,"£1,595"
1900802645,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,594"
8001847038,LONDON CARE PLC,Social care,"£1,594"
8001843632,DIPLOTEC LTD,Temporary Accommodation,"£1,594"
1900805007,THAMES WATER UTILITIES LTD (PROPERT,Energy and Utilities,"£1,593"
5201138594,KILLGERM CHEMICALS LTD,Public Realm,"£1,592"
8001847525,DEAN HOUSE,Temporary Accommodation,"£1,591"
8001846515,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Temporary Accommodation,"£1,590"
8001815961,SEVACARE (UK) LTD,Social care,"£1,590"
5201140638,G W TWILLEY & SON LTD,Transport & Travel,"£1,590"
8001847541,TORRINGTON HOMES,Temporary Accommodation,"£1,588"
8001814621,NORTH LONDON ASIAN CARE,Social care,"£1,587"
1900802878,REDACTED PERSONAL DATA,Social care,"£1,585"
1900802808,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,"£1,584"
8001850942,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,583"
8001850966,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,583"
8001850957,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,583"
8001850970,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,583"
8001843708,JAH-JIREH CHARITY HOMES,Temporary Accommodation,"£1,580"
8001847480,DRAYCOMBE HOUSE CARE LTD,Temporary Accommodation,"£1,579"
8001847460,COURTLANDS RESIDENTIAL CARE HOME,Social care,"£1,579"
8001846522,GRACEWELL HEALTHCARE 2 LIMITED,Temporary Accommodation,"£1,578"
8001811943,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,576"
8001811919,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,576"
8001844741,KISHARON,Social care,"£1,576"
8001844801,KISHARON,"Construction, Property and Fac Man","£1,576"
5201141578,LONDON BOROUGH OF HACKNEY,IT and Telecoms,"£1,575"
8001814241,EXTRA MILE CARE COMPANY,Social care,"£1,575"
8001831481,PREMIER CAREWAITING LTD,Social care,"£1,573"
8001849766,SEVACARE (UK) LTD,Social care,"£1,572"
8001849737,SEVACARE (UK) LTD,Social care,"£1,572"
8001842795,WOODLANDS RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,572"
8001833301,CIRCLE OF CARE SERVICE LTD,Social care,"£1,567"
1900803989,LONDON FORENSIC PATHOLOGY LTD,General,"£1,565"
8001815572,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£1,564"
5201139217,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,563"
1900803515,ELIMU FINANCE CONSULTANCY LTD,People and Recruitment,"£1,563"
8001811971,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,561"
5201140752,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560"
5201138898,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560"
5201140754,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560"
5201138897,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560"
1900803790,CLASS ESTATES LIMITED,Temporary Accommodation,"£1,560"
1900802267,BARKING & DAGENHAM COLLEGE,Children and Education,"£1,560"
8001820661,ADMAIDEN LTD T/A TINIES CHILDCARE A,Children and Education,"£1,560"
1900803002,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,560"
1900803709,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,560"
8001817401,EXTRA MILE CARE COMPANY,Social care,"£1,560"
8001849510,SEVACARE (UK) LTD,Social care,"£1,557"
5201140753,RIGBY TAYLOR LTD,Public Realm,"£1,555"
8001837014,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,555"
8001850945,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,553"
8001842769,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,550"
5201138352,NIACE,Learning and Development,"£1,550"
8001850974,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,550"
8001840701,PRECIOUS HOMES LTD,Social care,"£1,550"
8001811895,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,549"
8001811421,ANDERSEN CARE LIMITED,Social care,"£1,546"
8001827041,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545"
8001823301,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545"
8001827081,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£1,545"
8001827922,NORTH LONDON ASIAN CARE,Social care,"£1,544"
8001827001,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£1,544"
8001829441,PREMIER CAREWAITING LTD,Social care,"£1,541"
8001807202,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,540"
8001807261,W M PROPERTY ASSOCIATES LIMITED,Temporary Accommodation,"£1,540"
8001807120,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man","£1,540"
8001811975,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,538"
8001835041,ONE HOUSING GROUP LTD,Social care,"£1,537"
8001833441,CIRCLE OF CARE SERVICE LTD,Social care,"£1,536"
1900805008,THAMES WATER UTILITIES LTD (PROPERT,Energy and Utilities,"£1,534"
8001850908,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,534"
8001846488,BUPA CARE HOMES (CFCHOMES) LTD,Temporary Accommodation,"£1,534"
8001844821,ARAN HOMES LIMITED,Social care,"£1,534"
8001844881,ARAN HOMES LIMITED,Social care,"£1,534"
8001804021,ARAN HOMES LIMITED,Social care,"£1,534"
8001803981,ARAN HOMES LIMITED,Social care,"£1,534"
8001850892,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,534"
1900804145,EFIBA ARTS AND AFRICAN CULTURAL DEV,Children and Education,"£1,532"
5201138370,HARFIELD COMPONENTS LTD,Food and Drink,"£1,531"
8001825333,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,530"
5201140875,PWP FS PRINT AND DESIGN,Communication,"£1,529"
8001796721,PREMIER CAREWAITING LTD,Social care,"£1,529"
8001850808,DRS CARE HOMES LTD,Temporary Accommodation,"£1,528"
8001850910,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,528"
1900804159,BARNET AND SOUTHGATE COLLEGE,Children and Education,"£1,527"
8001842714,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,526"
5201141570,OPENING THE BOOK FURNITURE LTD,General,"£1,525"
1900799012,BRITISH GAS BUSINESS,Energy and Utilities,"£1,523"
1900804531,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£1,523"
8001811905,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,522"
8001811781,SATELLITE CONSORTIUM LIMITED,Social care,"£1,521"
8001817001,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,520"
8001820148,NEWSTEAD NURSING HOME,Social care,"£1,518"
1900804922,THAMES WATER UTILITIES LTD,Energy and Utilities,"£1,517"
8001848701,TACT,Children and Education,"£1,515"
8001818902,EXTRA MILE CARE COMPANY,Social care,"£1,515"
8001804301,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,513"
8001811021,ST ALEX LTD,Social care,"£1,512"
5201140767,ACCESS SELF STORAGE - EDMONTON,"Construction, Property and Fac Man","£1,512"
8001811950,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,508"
8001811946,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,508"
8001811621,SATELLITE CONSORTIUM LIMITED,Social care,"£1,506"
8001844621,SATELLITE CONSORTIUM LIMITED,Social care,"£1,506"
8001808080,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,505"
8001808119,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,505"
8001808063,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,505"
8001808046,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,505"
5201139831,VOICEABILITY ADVOCACY,General,"£1,504"
8001796421,PREMIER CAREWAITING LTD,Social care,"£1,504"
8001815126,LONDON CARE PLC,Social care,"£1,501"
8001801601,ONE HOUSING GROUP LTD,Social care,"£1,500"
5201140774,ALLEN LANE LTD,Finance,"£1,500"
8001848694,SPRINGDENE NURSING & CARE HOMES LTD,Social care,"£1,500"
5201141623,NORTHGATE INFORMATION SOLUTIONS UK,IT and Telecoms,"£1,500"
5201140777,ALLEN LANE LTD,Finance,"£1,500"
5201138868,HARINGEY STARS,Sport and Leisure,"£1,500"
5201140461,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,500"
5201138576,JELLOT PROMOTIONS (JA) CIC,Children and Education,"£1,500"
1900802617,BROGAN GROUP UK LIMITED,Learning and Development,"£1,500"
1900802974,JONATHAN WALWYN T/A LEARNING GYM LT,Learning and Development,"£1,500"
1900803099,XPRESS SOFTWARE SOLUTIONS LTD,IT and Telecoms,"£1,500"
1900804841,CUNNINGHAM LINDSEY UK,Finance,"£1,500"
5201138578,ALLEN LANE LTD,Finance,"£1,500"
5201140771,ALLEN LANE LTD,Finance,"£1,500"
5201141104,SUSTRANS LTD,Communication,"£1,500"
8001798521,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,500"
5201141273,CIVICA UK LTD,People and Recruitment,"£1,500"
1900803680,UNIVERSITY OF KENT,Learning and Development,"£1,500"
8001811886,FINEFAIR LTD,"Construction, Property and Fac Man","£1,500"
5201138424,PILL SOLUTIONS LTD T/A PHARMACY EXP,Public Health,"£1,500"
1900803748,O C CONSULTING (UK) LTD T/A MANESTR,"Construction, Property and Fac Man","£1,500"
1900803791,FRUITION LTD,General,"£1,500"
5201140491,ALLEN LANE LTD,Finance,"£1,500"
200344551,CATCH 22 CHARITY LTD,Social care,"£1,498"
8001846499,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£1,497"
8001833881,DILIGENT CARE SERVICES LTD,Social care,"£1,496"
8001811936,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,496"
8001850899,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,494"
8001847734,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,493"
5201140769,ACCESS SELF STORAGE - EDMONTON,"Construction, Property and Fac Man","£1,492"
5201140061,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,492"
5201140482,HIGHWAY DESIGN PARTNERSHIP,Public Realm,"£1,490"
1900803426,BINOH,Children and Education,"£1,490"
8001811893,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,490"
8001811902,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,490"
8001803761,WEST LODGE LIMITED,Temporary Accommodation,"£1,488"
8001811761,ANDERSEN CARE LIMITED,Social care,"£1,488"
5201139957,SWALLOWMAX LTD,Communication,"£1,487"
8001846510,FIVE ACRES NURSING HOME LTD,Temporary Accommodation,"£1,487"
8001842736,JEWISH CARE,Temporary Accommodation,"£1,487"
1900803726,PEMBURY HOUSE CHILDREN'S CENTRE,Sport and Leisure,"£1,484"
8001844961,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,483"
8001806361,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,483"
5201138718,BOLDENS SIGNAGE SOLUTIONS,Communication,"£1,480"
1900803706,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,480"
8001850949,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,479"
5201139869,EXTRA MILE CARE COMPANY,People and Recruitment,"£1,478"
1900804099,REDACTED PERSONAL DATA,Legal,"£1,475"
5201140484,BERTRAM TRADING LTD,Communication,"£1,473"
8001830141,PREMIER CAREWAITING LTD,Social care,"£1,470"
1900802834,BROWNE JACOBSON LLP,Finance,"£1,465"
8001816761,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,464"
1900802045,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£1,464"
8001827841,NORTH LONDON ASIAN CARE,Social care,"£1,464"
1900803308,BRETSA LTD,People and Recruitment,"£1,462"
8001850955,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,461"
8001850939,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,461"
8001850844,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,461"
8001837701,SAPH LTD,Social care,"£1,460"
8001820301,SAPH LTD,Social care,"£1,460"
8001842716,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,459"
8001842706,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,458"
8001835943,WEST LODGE LIMITED,Temporary Accommodation,"£1,456"
8001808741,CIRCLE OF CARE SERVICE LTD,Social care,"£1,456"
8001811913,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,456"
8001807191,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,456"
8001833642,CIRCLE OF CARE SERVICE LTD,Social care,"£1,456"
8001849816,SEVACARE (UK) LTD,Social care,"£1,455"
8001849577,SEVACARE (UK) LTD,Social care,"£1,455"
5201140026,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450"
5201140024,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450"
5201140051,RIMA DESIGN LTD,Communication,"£1,450"
8001842201,MSASA CARE LTD,Temporary Accommodation,"£1,450"
5201140058,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450"
8001842241,MSASA CARE LTD,Temporary Accommodation,"£1,450"
5201141085,HARINGEY STARS,Sport and Leisure,"£1,450"
5201140029,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450"
5201138980,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450"
8001847708,AVON LODGE UK LTD,Temporary Accommodation,"£1,449"
5201140652,BARCHAM TREES PLC,Public Realm,"£1,447"
1900803702,FINEFAIR LTD,Temporary Accommodation,"£1,447"
8001825141,SENSE,Social care,"£1,447"
8001850927,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,441"
8001850905,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,441"
1900803478,REDACTED PERSONAL DATA,General,"£1,441"
1900804773,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,440"
8001843901,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£1,440"
1900804830,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£1,440"
5201139956,HARINGEY CITIZEN'S ADVICE BUREAUX,General,"£1,440"
1900804472,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£1,440"
5201140671,BOOK TOKENS LTD,Communication,"£1,440"
8001814962,LONDON CARE PLC,Social care,"£1,440"
8001815602,LONDON CARE PLC,Social care,"£1,440"
8001846923,LONDON CARE PLC,Social care,"£1,440"
5201141598,MIDLAND FORESTRY LTD,Public Realm,"£1,439"
1900803715,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,436"
1900804747,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,436"
8001847163,LONDON CARE PLC,Social care,"£1,436"
5201139979,BOLDENS SIGNAGE SOLUTIONS,Communication,"£1,435"
5201141345,REDACTED PERSONAL DATA,Sport and Leisure,"£1,434"
8001846528,BUPA CARE HOMES (AKW) LIMITED,Temporary Accommodation,"£1,434"
1900804760,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,434"
8001849632,SEVACARE (UK) LTD,Social care,"£1,430"
8001849658,SEVACARE (UK) LTD,Social care,"£1,430"
8001849792,SEVACARE (UK) LTD,Social care,"£1,430"
8001849543,SEVACARE (UK) LTD,Social care,"£1,430"
8001849602,SEVACARE (UK) LTD,Social care,"£1,430"
8001811934,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,429"
8001811966,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,429"
8001811960,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,429"
8001811949,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,429"
8001849753,SEVACARE (UK) LTD,Social care,"£1,429"
5201140479,RINGWAY JACOBS LIMITED,Public Realm,"£1,429"
8001810041,SAPH LTD,Social care,"£1,428"
5201139189, ITM COMMUNICATIONS LTD,IT and Telecoms,"£1,426"
5201140852,PLAYLE & PARTNERS LLP,"Construction, Property and Fac Man","£1,425"
8001814021,KISHARON,"Construction, Property and Fac Man","£1,423"
8001813981,KISHARON,Social care,"£1,423"
5201138881,RINGWAY JACOBS LIMITED,Public Realm,"£1,422"
5201138585,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£1,422"
8001808801,CIRCLE OF CARE SERVICE LTD,Social care,"£1,419"
8001850897,INDEPENDENT PLUS LTD,"Construction, Property and Fac Man","£1,419"
8001803401,ONE HOUSING GROUP LTD,Social care,"£1,419"
8001814321,EXTRA MILE CARE COMPANY,Social care,"£1,417"
200344525,ASRA HOUSING ASSOCIATION LTD,Social care,"£1,416"
8001816401,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,415"
8001804181,ARAN HOMES LIMITED,Temporary Accommodation,"£1,414"
8001845161,ARAN HOMES LIMITED,Temporary Accommodation,"£1,414"
8001842787,RUNWOOD HOMES LTD,Social care,"£1,411"
1900802594,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man","£1,410"
8001847673,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,410"
8001849544,SEVACARE (UK) LTD,Social care,"£1,409"
8001806041,NTEC SUPPORT SERVICES LTD,Social care,"£1,408"
8001813781,EXTRA MILE CARE COMPANY,Social care,"£1,408"
1900802523,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,407"
1900803751,REDACTED PERSONAL DATA,General,"£1,406"
200344567,HAIL LTD,Social care,"£1,406"
1900803633,BARNET ENFIELD+HARINGEY MH TRUST,People and Recruitment,"£1,404"
200344540,SANCTUARY HOUSING ASSOCIATION,Social care,"£1,404"
8001812641,ANDERSEN CARE LIMITED,Social care,"£1,404"
8001811937,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,403"
8001848588,ST ANNES RESIDENTIAL HOME,Temporary Accommodation,"£1,402"
8001820961,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,402"
1900803497,A24 GROUP LIMITED T/A AMBITION 24 H,People and Recruitment,"£1,402"
8001849278,REDACTED PERSONAL DATA,Social care,"£1,401"
8001847109,LONDON CARE PLC,Social care,"£1,401"
8001815198,LONDON CARE PLC,Social care,"£1,401"
8001846831,LONDON CARE PLC,Social care,"£1,401"
1900804983,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,400"
8001811938,MANHATTAN PROPERTY SERVICES,"Construction, Property and Fac Man","£1,400"
8001805881,MSASA CARE LTD,Temporary Accommodation,"£1,400"
8001843521,ASHNESS CARE LTD,Temporary Accommodation,"£1,400"
5201139645,PROMO-GIFTS (UK) LIMITED,Communication,"£1,400"
8001834841,DILIGENT CARE SERVICES LTD,Social care,"£1,400"
8001807183,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man","£1,400"
5201138794,EDUCATION LONDON LTD,People and Recruitment,"£1,400"
8001805921,MSASA CARE LTD,Temporary Accommodation,"£1,400"
8001843481,ASHNESS CARE LTD,Temporary Accommodation,"£1,400"
8001833061,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,400"
8001805981,MSASA CARE LTD,Temporary Accommodation,"£1,400"
8001805961,MSASA CARE LTD,Temporary Accommodation,"£1,400"
1900803227,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,400"
1900803229,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,400"
1900804921,IPEOPLE SERVICES LIMITED,People and Recruitment,"£1,399"
8001847670,WGC HOUSING ASSOCIATION LTD,Temporary Accommodation,"£1,398"
8001845101,ARAN HOMES LIMITED,Temporary Accommodation,"£1,397"
8001804041,ARAN HOMES LIMITED,Temporary Accommodation,"£1,397"
8001844901,ARAN HOMES LIMITED,Temporary Accommodation,"£1,397"
8001804161,ARAN HOMES LIMITED,Temporary Accommodation,"£1,397"
8001842749,ADR CARE HOMES LTD,Temporary Accommodation,"£1,396"
8001819041,EXTRA MILE CARE COMPANY,Social care,"£1,394"
8001818001,EXTRA MILE CARE COMPANY,Social care,"£1,394"
8001829161,ARAN HOMES LIMITED,Social care,"£1,394"
1900804256,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,392"
8001850846,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,392"
1900804405,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,391"
8001847522,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£1,390"
1900804379,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,390"
8001842785,ADR CARE HOMES LTD,Temporary Accommodation,"£1,388"
8001814881,LONDON CARE PLC,Social care,"£1,387"
1900804745,STATEBOND LTD T/A HORNSEY AGENCIES,Temporary Accommodation,"£1,387"
8001811894,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,386"
8001811875,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,385"
8001843421,MAISON MOTI LTD,Social care,"£1,385"
8001807501,MAISON MOTI LTD,Social care,"£1,385"
8001798961,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,384"
5201140040,STUART CRESCENT HEALTH CARE,Public Health,"£1,380"
8001821488,DRS CARE HOMES LTD,Temporary Accommodation,"£1,380"
8001834521,DILIGENT CARE SERVICES LTD,Social care,"£1,380"
8001811897,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,380"
8001850852,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,379"
8001850972,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,379"
8001850940,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,379"
8001850843,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,379"
