Transaction Number,Vendor,Category,Amount
5201148826,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£52,193.00"
200347467,EPIC TRUST - SWALLOW HOUSE,Social care,"£50,964.60"
200346889,EPIC TRUST - SWALLOW HOUSE,Social care,"£50,964.60"
200347480,ONE HOUSING GROUP LTD,Social care,"£50,958.00"
200346902,ONE HOUSING GROUP LTD,Social care,"£50,958.00"
5201149060,RINGWAY JACOBS LIMITED,Public Realm,"£48,906.81"
1900810835,LONDON BOROUGH OF CROYDON,Finance,"£48,277.50"
5201148827,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£47,749.00"
5201148566,MACINTYRE CARE,Children and Education,"£45,873.96"
1900810042,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£45,419.67"
1900809630,CIVICA UK LTD,IT and Telecoms,"£45,301.23"
1900810845,CIVICA UK LTD,IT and Telecoms,"£45,301.23"
5201149815,IMPERIAL COLLEGE HEALTHCARE NHS TRU,Public Health,"£44,588.00"
200347468,ST MUNGOS HOUSING ASSOCIATION,Social care,"£44,442.67"
200346890,ST MUNGOS HOUSING ASSOCIATION,Social care,"£44,442.67"
8001900989,PALM TREE LODGE CARE HOME LTD,General,"£44,378.76"
8001900988,PALM TREE LODGE CARE HOME LTD,General,"£44,350.18"
5201150337,CHELSEA & WESTMINSTER HOSPITAL NHS,Public Health,"£42,937.00"
1900809759,SCCI ALPHATRACK LTD,"Construction, Property and Fac Man","£42,934.10"
1900809549,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£42,180.00"
5201150673,BUBIC,Social care,"£41,487.50"
1900810136,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£40,748.20"
5201148901,RINGWAY JACOBS LIMITED,Public Realm,"£40,738.22"
5201148953,RM EDUCATION LTD,IT and Telecoms,"£40,029.99"
5201150252,RM EDUCATION LTD,IT and Telecoms,"£39,579.99"
5201148076,GUY'S AND ST THOMAS' NHS,Public Health,"£38,029.00"
5201149067,RINGWAY JACOBS LIMITED,Public Realm,"£37,746.74"
5201150070,EQUINOX,Social care,"£37,634.75"
1900809573,THE WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£36,763.00"
1900809543,THE WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£36,763.00"
1900809595,THE WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£36,763.00"
1900810043,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£36,698.52"
5201150164,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£36,224.25"
5201148400,LONDON GRID FOR LEARNING TRUST,IT and Telecoms,"£35,747.75"
200346901,FAMILY MOSAIC,Social care,"£35,722.02"
200347479,FAMILY MOSAIC,Social care,"£35,722.02"
5201148766,B & L COACHES,Transport & Travel,"£35,369.91"
1900810045,LOVELL PARTNERSHIPS LTD,"Construction, Property and Fac Man","£34,935.53"
1900810665,KEEGANS LTD,"Construction, Property and Fac Man","£34,562.72"
5201147903,RINGWAY JACOBS LIMITED,Public Realm,"£33,381.82"
5201148434,CITY OF LONDON,General,"£33,250.00"
1900809127,BRITISH TELECOMMUNICATION PLC,IT and Telecoms,"£33,224.49"
5201150141,PENNA PLC,People and Recruitment,"£32,617.99"
5201149820,STAR CARS LTD,Transport & Travel,"£32,006.70"
8001921180,HAIL LTD,Social care,"£31,943.90"
200346910,ST MUNGOS HOUSING ASSOCIATION,Social care,"£31,918.24"
200347488,ST MUNGOS HOUSING ASSOCIATION,Social care,"£31,918.24"
1900811057,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£31,657.10"
1900810493,WANDSWORTH COUNCIL,General,"£31,303.95"
5201149637,LONDON BOROUGH OF ENFIELD,General,"£31,030.16"
5201149538,PITNEY BOWES SOFTWARE LTD,IT and Telecoms,"£30,846.72"
8001901040,CONNIFERS CARE LIMITED,Temporary Accommodation,"£30,332.14"
200346912,ST MUNGOS HOUSING ASSOCIATION,Social care,"£29,638.38"
200347490,ST MUNGOS HOUSING ASSOCIATION,Social care,"£29,638.38"
5201148398,TENDER EDUCATION AND ARTS,Children and Education,"£29,000.00"
5201150080,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£27,845.02"
200347491,METROPOLITAN SUPPORT TRUST,Social care,"£26,902.35"
5201148539,NLPC LTD,General,"£26,727.29"
1900810884,NHS HARINGEY CCG,Social care,"£26,339.14"
1900809563,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£26,266.79"
1900811072,MULALLEY AND CO LIMITED,"Construction, Property and Fac Man","£26,104.64"
5201148936,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£25,759.50"
1900809597,HARINGEY PLAY ASSOCIATION,General,"£25,000.00"
1900810141,PLEXUS LAW CLIENT ACCOUNT,Finance,"£25,000.00"
1900809596,THE WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£25,000.00"
1900809546,LONDON PROBATION TRUST,Social care,"£24,018.33"
8001902741,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£23,844.50"
1900809545,NEWSTEAD NURSING HOME,General,"£23,285.32"
5201150238,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£22,750.00"
8001897588,YOUNG OPTIONS COLLEGE LTD,Temporary Accommodation,"£22,120.72"
8001897593,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£21,921.43"
5201148192,CIVICA UK LTD,People and Recruitment,"£21,780.31"
5201148431,RINGWAY JACOBS LIMITED,Public Realm,"£21,530.56"
5201149038,CIVICA UK LTD,People and Recruitment,"£21,461.97"
8001918775,YOUNG OPTIONS COLLEGE LTD,Temporary Accommodation,"£21,407.14"
5201148947,INNOVISION HEALTH & WELLBEING CIC,Social care,"£21,370.67"
5201148946,INNOVISION HEALTH & WELLBEING CIC,Social care,"£21,370.67"
5201148948,INNOVISION HEALTH & WELLBEING CIC,Social care,"£21,370.67"
1900809593,PLEXUS LAW CLIENT ACCOUNT,Finance,"£21,350.00"
5201150667,DEEP:BLACK LONDON,Children and Education,"£21,250.00"
8001918780,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£21,214.28"
1900811060,DAIRY CREST LTD,Food and Drink,"£21,087.29"
1900809570,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£20,452.03"
8001898734,MAGICARE LTD,Temporary Accommodation,"£20,439.18"
200346867,ONE HOUSING GROUP LTD,Social care,"£20,378.55"
200347445,ONE HOUSING GROUP LTD,Social care,"£20,378.55"
1900809875,LAMBERTS CHARTERED SURVEYORS,"Construction, Property and Fac Man","£20,283.30"
5201149065,RINGWAY JACOBS LIMITED,Public Realm,"£20,078.02"
1900809730,GENERAL ACCOMMODATION ESTATES LTD,Temporary Accommodation,"£20,061.00"
1900809600,CITIBANK NA LONDON,Social care,"£20,000.00"
1900809047,LYRECO UK LTD,General,"£19,829.53"
8001918773,ANNA HOUSE LTD,Temporary Accommodation,"£19,714.28"
5201149992,LOGICALIS UK LTD,IT and Telecoms,"£19,445.49"
5201148938,RINGWAY JACOBS LIMITED,Public Realm,"£19,193.97"
5201148939,NSL LIMITED,"Construction, Property and Fac Man","£19,141.89"
1900809818,THE BRANDON CENTRE,People and Recruitment,"£19,114.57"
1900809181,THE BRANDON CENTRE,People and Recruitment,"£19,114.56"
1900810127,VAROSI ESTATES LIMITED,Temporary Accommodation,"£18,521.62"
5201149816,B & L COACHES,Transport & Travel,"£18,235.43"
1900811006,REDACTED PERSONAL DATA,Finance,"£17,500.00"
1900809644,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
5201148889,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
5201148888,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
1900809643,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
1900809641,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
1900809642,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
1900809645,AXON SOLUTIONS LTD T/A HCL AXON,IT and Telecoms,"£17,495.00"
5201150179,CHILTERN SPORTS CONTRACTORS LTD,"Construction, Property and Fac Man","£17,341.00"
5201149766,INSIGHT DIRECT (UK) LTD,IT and Telecoms,"£17,340.00"
8001897602,ARNFIELD CARE LTD,Temporary Accommodation,"£17,116.43"
8001918798,JAMORES LIMITED,Temporary Accommodation,"£16,955.92"
5201149986, ITM COMMUNICATIONS LTD,IT and Telecoms,"£16,588.80"
8001918789,ARNFIELD CARE LTD,Temporary Accommodation,"£16,564.28"
8001918795,KATTZ LTD,Temporary Accommodation,"£16,500.00"
5201149016,CIVICA UK LTD,People and Recruitment,"£16,371.00"
1900811063,DAIRY CREST LTD,Food and Drink,"£16,291.73"
5201147921,BRITISH TELECOMMUNICATIONS PLC,"Construction, Property and Fac Man","£16,262.23"
1900810122,PENNA PLC,People and Recruitment,"£16,216.00"
5201148077,CENTRAL & NORTH WEST LONDON NHS FT,Public Health,"£16,125.36"
5201148436,LONDON SHELVING LTD T/A BLUEGROUP R,"Construction, Property and Fac Man","£15,987.40"
8001897592,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£15,942.85"
8001897599,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£15,942.85"
1900811061,DAIRY CREST LTD,Food and Drink,"£15,865.94"
8001909321,ST JOHN'S SCHOOL & COLLEGE,Children and Education,"£15,820.67"
8001899984,KEYS CHILDCARE LTD,Temporary Accommodation,"£15,785.71"
8001918786,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£15,428.58"
8001918779,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£15,428.58"
8001897606,WINSBEACH CHILDREN'S HOME,Temporary Accommodation,"£15,363.60"
5201149745,ECD ARCHITECTS LTD,"Construction, Property and Fac Man","£15,282.69"
8001897601,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£15,267.50"
1900811062,DAIRY CREST LTD,Food and Drink,"£15,192.80"
1900810058,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£15,168.65"
8001897597,CHARTWELL CARE PLC,Temporary Accommodation,"£15,057.15"
5201149819,STAR CARS LTD,Transport & Travel,"£15,004.00"
5201148540,THE PRINCE'S TRUST,General,"£15,000.00"
1900809994,PLEXUS LAW CLIENT ACCOUNT,Finance,"£15,000.00"
5201148430,RINGWAY JACOBS LIMITED,Public Realm,"£14,982.61"
8001918792,WINSBEACH CHILDREN'S HOME,Temporary Accommodation,"£14,868.00"
1900811034,PENNA PLC,People and Recruitment,"£14,820.00"
200346896,HAIL LTD,Social care,"£14,799.20"
200347474,HAIL LTD,Social care,"£14,799.20"
5201149818,STAR CARS LTD,Transport & Travel,"£14,789.76"
8001918788,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£14,775.00"
8001919898,ROSEVIEW CARE HOMES,Temporary Accommodation,"£14,635.47"
1900809178,PENNA PLC,People and Recruitment,"£14,594.40"
8001918784,CHARTWELL CARE PLC,Temporary Accommodation,"£14,571.42"
5201150679,RINGWAY JACOBS LIMITED,Public Realm,"£14,372.50"
5201149165,IRG ADVISORS LLP,People and Recruitment,"£14,250.00"
8001913761,CONNIFERS CARE LIMITED,Temporary Accommodation,"£14,216.71"
8001897589,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£14,171.43"
8001897585,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£14,171.43"
1900810458,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£14,146.05"
8001918801,WHAT'S OUT THERE LIMITED,Temporary Accommodation,"£14,000.00"
8001897600,4D CARE LTD,Temporary Accommodation,"£13,972.15"
5201149812,PENNA PLC,People and Recruitment,"£13,898.82"
1900809447,ABILITY HOTELS (CAMBRIDGE) LTD,General,"£13,886.00"
8001918771,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.28"
8001918776,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.28"
5201148541,TRAIN2WORK ACADEMY,General,"£13,651.34"
5201150586,GATENBYSANDERSON LTD,People and Recruitment,"£13,650.00"
1900809743,ALLPAY LIMITED,"Construction, Property and Fac Man","£13,602.04"
1900809774,J.A. STEEL AND SON LTD,General,"£13,580.00"
8001918787,4D CARE LTD,Temporary Accommodation,"£13,521.42"
1900810881,BRAKE BROS LIMITED,Food and Drink,"£13,491.99"
1900810053,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£13,414.00"
5201148999,HARINGEY SPORTS DEVELOPMENT,Sport and Leisure,"£13,400.00"
1900810025,ALLPAY LIMITED,"Construction, Property and Fac Man","£13,353.47"
8001897594,ARNFIELD CARE LTD,Temporary Accommodation,"£13,263.57"
1900809847,PENNA PLC,People and Recruitment,"£13,260.00"
1900808809,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,093.50"
8001899519,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£13,042.86"
5201150435,GATENBYSANDERSON LTD,People and Recruitment,"£13,000.00"
1900810934,SODEXO HEALTHCARE SERVICES LTD,Social care,"£12,956.54"
200346866,METROPOLITAN SUPPORT TRUST,Social care,"£12,902.10"
5201150687,MOUCHEL LIMITED,"Construction, Property and Fac Man","£12,891.46"
8001913561,EXTRA MILE CARE COMPANY,Social care,"£12,887.09"
8001918796,COXLEASE SCHOOL PRIORY,Children and Education,"£12,857.14"
8001918781,ARNFIELD CARE LTD,Temporary Accommodation,"£12,835.72"
8001919153,DRS CARE HOMES LTD,Temporary Accommodation,"£12,750.00"
5201150203,UNITED GUARDING SERVICES LTD,General,"£12,744.00"
1900809900,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£12,708.00"
1900809648,GHISLAINE MILLER CONSULTANCY LTD,People and Recruitment,"£12,681.90"
5201148906,DENTONS UKMEA LLP,Legal,"£12,631.24"
200347444,METROPOLITAN SUPPORT TRUST,Social care,"£12,612.92"
1900810937,SODEXO HEALTHCARE SERVICES LTD,Social care,"£12,553.47"
1900809755,PENNA PLC,People and Recruitment,"£12,480.00"
1900810880,BRAKE BROS LIMITED,Food and Drink,"£12,438.67"
8001918914,CHOICE SUPPORT,Temporary Accommodation,"£12,400.88"
8001897596,FIVE RIVERS CHILD CARE LTD,Temporary Accommodation,"£12,400.00"
5201149039,CIVICA UK LTD,People and Recruitment,"£12,363.85"
1900810133,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£12,347.10"
1900810935,SODEXO HEALTHCARE SERVICES LTD,Social care,"£12,128.67"
5201150676,PENNA PLC,People and Recruitment,"£12,122.00"
5201150275,SAM'S CARS LIMITED,Transport & Travel,"£12,026.20"
1900810506,LEVENES EMPLOYMENT,Legal,"£12,000.00"
1900809012,NEW LOCAL GOVERNMENT NETWORK,Learning and Development,"£12,000.00"
5201150188,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£11,958.05"
200347483,SOLACE WOMEN'S AID,Social care,"£11,911.88"
200346905,SOLACE WOMEN'S AID,Social care,"£11,911.88"
1900810597,OTIS LIMITED,"Construction, Property and Fac Man","£11,862.83"
5201149436,RINGWAY JACOBS LIMITED,Public Realm,"£11,700.95"
1900809631,BT PAYMENT SERVICES LTD,IT and Telecoms,"£11,657.89"
5201148537,NLPC LTD,General,"£11,595.57"
8001898741,HC-ONE LTD - CAMBERWELL GREEN,Temporary Accommodation,"£11,563.11"
5201150760,PENNA PLC,People and Recruitment,"£11,516.00"
8001897605,HOLIBROOK HOUSE,Temporary Accommodation,"£11,514.28"
5201148529,UPSONS,General,"£11,506.50"
1900810116,CAPITA RESOURCING LTD,People and Recruitment,"£11,505.00"
5201148179,PARAGON GROUP UK LIMITED,Communication,"£11,502.02"
5201150893,HARINGEY CITIZEN'S ADVICE BUREAUX,Public Health,"£11,500.00"
1900810580,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£11,429.43"
8001913145,NAS SERVICES LTD,Social care,"£11,419.80"
5201148427,KISHARON,General,"£11,400.00"
5201150747,UNITED GUARDING SERVICES LTD,General,"£11,396.88"
5201149827,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£11,396.24"
1900810179,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£11,334.91"
5201150436,ELIESHA TRAINING LIMITED,Learning and Development,"£11,320.00"
1900808813,BRAKE BROS LIMITED,Food and Drink,"£11,316.46"
8001918911,PROGRESS HOMES T/A BLAKE,Temporary Accommodation,"£11,218.32"
5201148423,KISHARON,General,"£11,210.33"
5201148440,MACE LTD,"Construction, Property and Fac Man","£11,190.00"
5201150131,RESPOND GROUP LTD,IT and Telecoms,"£11,008.22"
8001918940,WIDER OPTIONS (3) LTD,Children and Education,"£10,981.36"
5201149059,MACE LTD,"Construction, Property and Fac Man","£10,950.00"
8001899438,SENSE,Social care,"£10,933.79"
8001920985,BROOKDALE HEALTHCARE,Temporary Accommodation,"£10,879.92"
1900810584,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£10,843.34"
5201148367,HARINGEY PHOENIX GROUP,Social care,"£10,825.00"
1900809137,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£10,809.93"
8001918869,THE DISABILITIES TRUST,Temporary Accommodation,"£10,793.32"
1900809632,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£10,770.27"
1900810138,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£10,764.45"
1900810514,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£10,750.00"
8001919818,SENSE,Social care,"£10,581.08"
1900810726,TAYLOR DAVENPORT RESOURCING LTD,People and Recruitment,"£10,564.70"
1900808831,COMMUNTIY CAPITAL LTD,People and Recruitment,"£10,518.10"
5201149821,EXPRESSWAYS LTD,Transport & Travel,"£10,433.26"
8001901825,MARCUS & MARCUS LTD,Social care,"£10,424.00"
5201150685,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£10,407.89"
5201149164,IRG ADVISORS LLP,People and Recruitment,"£10,400.00"
5201150661,MONTERPOINT TECHNOLOGIES LIMITED,IT and Telecoms,"£10,250.00"
200346865,METROPOLITAN CARE AND REPAIR,Social care,"£10,198.57"
200347443,METROPOLITAN CARE AND REPAIR,Social care,"£10,198.57"
8001918772,ANNA HOUSE LTD,Temporary Accommodation,"£10,185.00"
5201150603,BDI SECURITIES UK LIMITED,People and Recruitment,"£10,166.26"
5201149439,RINGWAY JACOBS LIMITED,Public Realm,"£10,163.56"
8001899367,SENSE,Temporary Accommodation,"£10,150.64"
1900809190,THOMAS RIDLEY & SON  LTD,Food and Drink,"£10,131.62"
5201148442,MOUCHEL LIMITED,"Construction, Property and Fac Man","£10,125.00"
8001918885,THE DISABILITIES TRUST,Temporary Accommodation,"£10,025.62"
8001918912,THE DISABILITIES TRUST,Temporary Accommodation,"£10,025.48"
5201150206,STAR CARS LTD,Transport & Travel,"£10,015.00"
1900811069,NETWORK VENTURES LIMITED,People and Recruitment,"£10,000.00"
1900809594,PLEXUS LAW CLIENT ACCOUNT,Finance,"£10,000.00"
1900810524,WISE C SOLUTIONS LTD,People and Recruitment,"£10,000.00"
1900810523,SRH SOLUTIONS LTD,People and Recruitment,"£10,000.00"
5201148091,TRIBAL EDUCATION LTD,Learning and Development,"£10,000.00"
1900810756,PLEXUS LAW CLIENT ACCOUNT,Finance,"£10,000.00"
8001897607,ADEZA CARE HOMES LTD,Temporary Accommodation,"£9,964.28"
5201148425,KISHARON,General,"£9,953.33"
8001919055,CONNIFERS CARE LIMITED,Temporary Accommodation,"£9,897.00"
8001919747,SENSE,Temporary Accommodation,"£9,823.20"
5201149000,CIPFA BUSINESS LIMITED,People and Recruitment,"£9,800.00"
1900809544,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£9,777.24"
8001901033,PALM TREE LODGE CARE HOME LTD,Temporary Accommodation,"£9,764.97"
8001901034,PALM TREE LODGE CARE HOME LTD,Temporary Accommodation,"£9,759.12"
1900808735,PAUL ALEXANDER LTD,Temporary Accommodation,"£9,747.30"
200346873,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,746.45"
200347451,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,746.45"
8001901057,CONNIFERS CARE LIMITED,Temporary Accommodation,"£9,729.97"
1900810519,MOTT MACDONALD LIMITED,"Construction, Property and Fac Man","£9,705.50"
8001900284,SEVACARE (UK) LTD,Social care,"£9,700.30"
5201148426,KISHARON,General,"£9,688.00"
8001913143,CONSENSA CARE LTD,Temporary Accommodation,"£9,673.89"
5201148439,MACE LTD,"Construction, Property and Fac Man","£9,660.00"
8001918794,ADEZA CARE HOMES LTD,Temporary Accommodation,"£9,642.86"
1900809471,WING PARKING LTD,Public Realm,"£9,607.16"
1900809843,RINGWAY JACOBS LIMITED,Public Realm,"£9,595.77"
1900810080,REDFERN TRAVEL LTD,Transport & Travel,"£9,564.05"
8001918879,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£9,557.78"
1900810131,OPEN LINK RESOURCE LIMITED,IT and Telecoms,"£9,540.00"
8001918992,CMG LTD,Temporary Accommodation,"£9,409.06"
5201150601,BDI SECURITIES UK LIMITED,People and Recruitment,"£9,375.47"
1900808825,BROWN BEARS NURSERY,IT and Telecoms,"£9,360.00"
5201150750,UNITED GUARDING SERVICES LTD,General,"£9,345.60"
1900810567,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£9,331.00"
8001920998,LONDON CARE PARTNERSHIP LTD,Temporary Accommodation,"£9,308.58"
1900810961,SOUNDINGS (CONSULTATION) LTD,People and Recruitment,"£9,305.00"
1900810990,EGERTON ROTHESAY SCHOOL LIMITED,General,"£9,283.50"
5201148116,RB PERFORMANCE LTD,IT and Telecoms,"£9,000.00"
1900809673,CLYDE & CO LLP CLIENT ACCOUNT,Finance,"£9,000.00"
5201149057,MACE LTD,"Construction, Property and Fac Man","£9,000.00"
5201148422,KISHARON,General,"£9,000.00"
5201148206,PWP FS PRINT AND DESIGN,Communication,"£8,990.00"
5201148408,PWP FS PRINT AND DESIGN,Communication,"£8,990.00"
1900809559,COFELY LTD,Energy and Utilities,"£8,972.52"
1900809173,KEEPMOAT REGENRATION (APOLLO) LTD,"Construction, Property and Fac Man","£8,950.00"
8001921008,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£8,902.84"
8001921603,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£8,900.40"
5201150578,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£8,893.00"
8001899361,SENSE,Social care,"£8,869.81"
8001897604,TURNING POINT CARE LIMITED,Temporary Accommodation,"£8,857.15"
1900811076,WING PARKING LTD,Public Realm,"£8,741.21"
8001918993,CMG LTD,Temporary Accommodation,"£8,671.68"
