Transaction,Vendor,Category, Amount 
8001476209,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£21,214.29"
5201106271,VOLKERHIGHWAYS LTD,Public Realm,"£21,200.00"
200333736,ONE HOUSING GROUP LTD,Social care,"£20,900.93"
5201106127,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£20,530.84"
5201107246,NAS SERVICES LTD,Children and Education,"£20,469.36"
5201107971,MOJ SHARED SERVICE,General,"£20,000.00"
1900780760,MOORCROFT MANOR LIMITED,Children and Education,"£19,803.33"
1900780540,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£19,672.05"
8001476185,YOUNG OPTIONS COLLEGE LTD,Temporary Accommodation,"£19,264.29"
8001476197,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£19,092.86"
8001476186,YOUNG OPTIONS COLLEGE LTD,Temporary Accommodation,"£19,071.43"
8001474864,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£19,062.85"
5201106037,"EAST ARCHIT, LANDSCAPE, URBAN DSGN",People and Recruitment,"£18,876.00"
1900781157,FREEMANS SOLICITORS,Legal,"£18,697.99"
5201105676,FRANKHAM CONSULTANCY GROUP LTD,People and Recruitment,"£18,363.00"
1900780554,ACTION FOR KIDS CHARITABLE TRUST,General,"£18,141.00"
5201105677,FRANKHAM CONSULTANCY GROUP LTD,People and Recruitment,"£18,065.00"
8001476215,KEYS 16 PLUS INDEPENDENT LIVING SER,Temporary Accommodation,"£18,000.00"
5201107292,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£17,830.00"
5201107299,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£17,830.00"
5201108063,ADAMS & SUTHERLAND LTD,People and Recruitment,"£17,810.00"
5201107286,NLI SCHOOL LTD,Children and Education,"£17,611.00"
5201106100,STAR CARS LTD,Travel,"£17,595.95"
1900780455,ASSETGROVE LETTINGS LTD,Temporary Accommodation,"£17,547.27"
8001472921,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£17,537.14"
5201107298,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£17,496.68"
5201107291,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£17,496.68"
5201107296,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£17,399.28"
1900780294,APEX LIFT & ESCALATOR ENGINEERS LTD,"Construction, Property and Fac Man","£17,324.49"
1900781101,VAROSI ESTATES LIMITED,Temporary Accommodation,"£17,256.40"
1900781379,HARINGEY SHED,Children and Education,"£17,230.00"
8001471981,TRELOAR COLLEGE,Children and Education,"£17,214.40"
5201107350,ACTION FOR CHILDREN,Children and Education,"£17,000.00"
1900780308,LAKEHOUSE CONTRACTS LTD,"Construction, Property and Fac Man","£16,907.83"
5201107295,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£16,644.80"
5201107293,KESTREL HOUSE SCHOOL LIMITED,Children and Education,"£16,644.80"
1900780215,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£16,617.00"
5201106993,THE ENERGY SAVING TRUST LIMITED,People and Recruitment,"£16,123.00"
200333776,HAIL LTD,Social care,"£16,062.42"
5201107801,TRANSITIONAL CARE LTD,Children and Education,"£16,000.01"
1900780170,BREYER GROUP PLC,"Construction, Property and Fac Man","£15,792.00"
1900782138,CONTINUUM CARE & EDUCATION LTD,Children and Education,"£15,557.08"
1900781667,CONTINUUM CARE & EDUCATION LTD,Temporary Accommodation,"£15,557.08"
1900781329,ALEXANDRA PARK SCHOOL,Children and Education,"£15,500.00"
8001476202,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£15,428.57"
1900781103,VAROSI ESTATES LIMITED,Temporary Accommodation,"£15,380.38"
5201107122,LOGICALIS UK LTD,IT and Telecoms,"£15,347.33"
8001467125,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£15,291.86"
8001467142,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£15,291.86"
5201106136,"EAST ARCHIT, LANDSCAPE, URBAN DSGN",People and Recruitment,"£15,004.00"
1900781247,IRG ADVISORS LLP,People and Recruitment,"£15,000.00"
1900780233,IRG ADVISORS LLP,People and Recruitment,"£15,000.00"
5201105665,ELIESHA TRAINING LIMITED,Learning and Development,"£14,895.00"
8001476208,WINSBEACH CHILDREN'S HOME,Temporary Accommodation,"£14,868.00"
5201107105,DELOITTE LLP,People and Recruitment,"£14,800.00"
8001476207,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£14,798.57"
8001476192,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£14,798.57"
5201107008,STAR CARS LTD,Travel,"£14,708.00"
1900780180,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,697.30"
1900781310,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£14,623.13"
5201107098,HOMES FOR HARINGEY LIMITED,Public Realm,"£14,560.00"
1900781102,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,505.44"
8001467143,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£14,406.10"
1900781105,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,353.74"
5201106627,ALZHEIMERS SOCIETY,Social care,"£14,340.83"
1900780836,SALTASH ENTERPRISES LTD,"Construction, Property and Fac Man","£14,270.00"
1900781104,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,240.80"
5201107249,DX NETWORK SERVICES LTD,Travel,"£14,211.00"
5201107021,LYNCADE LTD t/a CAVENDISH CARS,Travel,"£14,160.00"
1900780178,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,006.40"
5201108036,NHS HARINGEY,People and Recruitment,"£14,000.00"
5201107288,NLI SCHOOL LTD,Children and Education,"£14,000.00"
8001476188,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£13,941.39"
5201107522,UNIQUE OFFICE SOLUTIONS LTD,General,"£13,768.00"
8001465841,RISHANA HOMES LIMITED,Children and Education,"£13,728.35"
8001465962,RISHANA HOMES LIMITED,Children and Education,"£13,728.35"
8001476190,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.29"
8001476187,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.29"
1900780653,LYRECO UK LTD,General,"£13,702.01"
5201107315,VOLKERHIGHWAYS LTD,Public Realm,"£13,674.89"
5201106990,MMHG LTD T/A MAKE MY HOME GREEN,Energy and Utilities,"£13,580.00"
5201106345,EASTERN SHIRES PURCHASING ORGANISAT,General,"£13,447.22"
1900781431,MOOR HOUSE SCHOOL,Children and Education,"£13,425.08"
8001476210,RUSHCLIFFE CARE GROUP,Temporary Accommodation,"£13,350.00"
8001476198,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£13,285.71"
5201106224,XPRESS SOFTWARE SOLUTIONS LTD,IT and Telecoms,"£13,249.87"
5201107104,UNIVERSITY OF BEDFORDSHIRE,Learning and Development,"£13,200.00"
1900782192,PETERBOROUGH CITY COUNCIL,Children and Education,"£13,138.00"
1900779380,SOUTHAMPTON CITY COUNCIL,Children and Education,"£13,138.00"
5201105662,MOTT MACDONALD LIMITED,"Construction, Property and Fac Man","£13,111.50"
1900780179,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,077.85"
5201106730,VOLKERHIGHWAYS LTD,Public Realm,"£13,066.00"
5201106743,HARINGEY CITIZEN'S ADVICE BUREAUX,General,"£13,000.00"
5201106252,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£12,976.78"
5201106886,VOLKERHIGHWAYS LTD,Public Realm,"£12,961.81"
5201108041,HOWARDS HYDROCARE LTD,"Construction, Property and Fac Man","£12,956.00"
1900780177,VAROSI ESTATES LIMITED,Temporary Accommodation,"£12,909.69"
5201107287,NLI SCHOOL LTD,Children and Education,"£12,750.00"
5201107372,VALUING CARE FINANCIAL MANAGEMENT L,Finance,"£12,750.00"
1900780792,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£12,742.30"
8001462322,EDENVALE CARE LIMITED,Temporary Accommodation,"£12,710.76"
1900780176,VAROSI ESTATES LIMITED,Temporary Accommodation,"£12,707.10"
1900779927,PENNA PLC,People and Recruitment,"£12,690.00"
5201107704,GATENBYSANDERSON LTD,Communication,"£12,600.00"
5201107644,NAS SERVICES LTD,Children and Education,"£12,543.72"
5201107642,NAS SERVICES LTD,Children and Education,"£12,543.72"
5201107643,NAS SERVICES LTD,Children and Education,"£12,543.16"
5201107645,NAS SERVICES LTD,Children and Education,"£12,542.94"
5201107289,NLI SCHOOL LTD,Children and Education,"£12,540.00"
8001428691,RISHANA HOMES LIMITED,Children and Education,"£12,399.80"
5201107125,GROUNDWORK LONDON,"Construction, Property and Fac Man","£12,376.00"
1900781599,TURNER & TOWNSEND,Legal,"£12,365.00"
1900781166,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£12,360.17"
5201107076,JJ FOOD SERVICE LTD,Food and Drink,"£12,281.49"
5201108501,JEREMY BENN ASSOCIATES LIMITED,People and Recruitment,"£12,126.50"
1900777109,SOUTHEND ON SEA BOROUGH COUNCIL,Children and Education,"£12,117.54"
8001476214,24/7 RESIDENTIAL CARE LTD,Temporary Accommodation,"£12,071.43"
5201106999,NEW LOCAL GOVERNMENT NETWORK,Communication,"£12,000.00"
1900780210,INFOTECH NETWORK SOLUTIONS LTD,IT and Telecoms,"£11,990.00"
5201107759,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£11,903.25"
5201106034,WOODWARD LEWIS LLP,People and Recruitment,"£11,875.00"
1900780300,EARLSMEAD PRIMARY SCHOOL,Finance,"£11,787.67"
5201107005,EXPRESSWAYS LTD,Travel,"£11,718.00"
1900781898,BT PAYMENT SERVICES LTD,IT and Telecoms,"£11,665.38"
5201106249,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£11,578.55"
5201106226,NORTHGATE INFORMATION SOLUTIONS,IT and Telecoms,"£11,566.08"
1900780859,GEORGE LONDON PROPERTY SRVCS LTD,Temporary Accommodation,"£11,517.36"
1900781299,EDUCATION LONDON LTD,People and Recruitment,"£11,440.00"
1900780860,P&E HARINGEY LODGE LIMITED,Temporary Accommodation,"£11,313.14"
5201106158,COVALENT SOFTWARE LIMITED,IT and Telecoms,"£11,305.82"
5201106256,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£11,224.33"
8001476194,24/7 RESIDENTIAL CARE LTD,Temporary Accommodation,"£11,142.86"
5201107559,CACI LTD,IT and Telecoms,"£11,004.02"
5201106991,JEREMY BENN ASSOCIATES LIMITED,People and Recruitment,"£10,977.00"
5201108339,CONTRACT SECURITY SERVICES LTD,"Construction, Property and Fac Man","£10,772.90"
1900781297,EDUCATION LONDON LTD,People and Recruitment,"£10,725.00"
8001476205,AFTER CARE (N W) LIMITED,Temporary Accommodation,"£10,714.29"
8001476193,AFTER CARE (N W) LIMITED,Temporary Accommodation,"£10,714.29"
8001476183,AFTER CARE (N W) LIMITED,Temporary Accommodation,"£10,714.29"
5201106992,LONDON BOROUGH OF CAMDEN,IT and Telecoms,"£10,668.00"
8001475331,MAGICARE LTD,Temporary Accommodation,"£10,633.40"
5201107018,LYNCADE LTD t/a CAVENDISH CARS,Travel,"£10,601.86"
1900780751,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£10,588.04"
5201107282,REDACTED PERSONAL DATA,Children and Education,"£10,556.00"
5201105679,TRUEFORM ENGINEERING LIMITED,Public Realm,"£10,494.00"
8001471241,MARCUS & MARCUS LTD,Social care,"£10,424.00"
5201107905,URBAN FUTURES LONDON LIMITED,General,"£10,400.00"
1900780287,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£10,384.50"
1900780845,HUMAN MANAGEMENT ASSISTANCE LIMITED,General,"£10,345.20"
5201108341,NLPC LTD,General,"£10,306.20"
5201106753,VOLKERHIGHWAYS LTD,Public Realm,"£10,200.00"
5201107011,B & L COACHES,Travel,"£10,199.46"
200333734,METROPOLITAN HOUSING TRUST,Social care,"£10,198.57"
8001476201,ANNA HOUSE LTD,Temporary Accommodation,"£10,185.00"
5201108539,TRAIN TO JOB,General,"£10,134.88"
1900782199,REED BUSINESS INFORMATION LIMITED,Communication,"£10,125.00"
5201106851,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£10,093.75"
8001476206,LONDON BOROUGH OF ISLINGTON,Temporary Accommodation,"£10,047.09"
5201106988,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£10,027.24"
1900781914,PENNA PLC,People and Recruitment,"£10,011.50"
5201107929,GORT SCOTT LIMITED,"Construction, Property and Fac Man","£10,000.00"
5201106041,HARINGEY SPORTS DEVELOPMENT,Sport and Leisure,"£10,000.00"
1900781989,RRS LB HARINGEY FUNDING ACC SOCIAL,General,"£10,000.00"
5201106120,PLEASE CYCLE LIMITED,Learning and Development,"£9,999.00"
200333745,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,874.20"
5201106850,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£9,795.93"
5201106251,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£9,720.46"
1900781565,REDACTED PERSONAL DATA,People and Recruitment,"£9,700.00"
8001475334,MAGICARE LTD,Temporary Accommodation,"£9,624.09"
1900781148,OMEGA LETTINGS LTD,Temporary Accommodation,"£9,605.66"
5201108494,MMHG LTD T/A MAKE MY HOME GREEN,Energy and Utilities,"£9,595.00"
5201108216,ASSERSON LAW OFFICES,Legal,"£9,575.10"
5201106756,VOLKERHIGHWAYS LTD,Public Realm,"£9,573.15"
1900781478,CIPFA,People and Recruitment,"£9,520.00"
5201106994,JMP CONSULTANTS LTD,Public Realm,"£9,495.50"
5201106157,LOGICALIS UK LTD,IT and Telecoms,"£9,476.00"
5201107284,EGERTON ROTHESAY SCHOOL LIMITED,Children and Education,"£9,474.00"
5201106892,VOLKERHIGHWAYS LTD,Public Realm,"£9,214.61"
1900780834,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£9,161.91"
5201107280,FAIRLEY HOUSE SCHOOL,Children and Education,"£9,126.76"
5201107279,FAIRLEY HOUSE SCHOOL,Children and Education,"£9,126.76"
5201106040,PAROSE PROJECTS LIMITED,People and Recruitment,"£9,119.00"
1900781380,THE MARKFIELD PROJECT LTD,Children and Education,"£8,920.00"
5201105974,CYCLE TRAINING UK LTD,Learning and Development,"£8,865.00"
5201105664,PARK LEISURE LTD,Public Realm,"£8,865.00"
1900780650,LAND REGISTRY COMMERCIAL SERVICES,Public Realm,"£8,842.75"
5201108802,UPSONS,General,"£8,824.00"
8001460028,YOUR LIFESTYLE LLP,"Construction, Property and Fac Man","£8,800.00"
8001460027,YOUR LIFESTYLE LLP,"Construction, Property and Fac Man","£8,800.00"
1900782191,MEDWAY COUNCIL,Children and Education,"£8,758.67"
5201107278,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£8,750.00"
1900781193,LONDON BOROUGH OF BARNET,"Construction, Property and Fac Man","£8,750.00"
1900780966,RB PERFORMANCE LTD,IT and Telecoms,"£8,750.00"
5201108054,RUSKINS TREE SURGERY LTD,Public Realm,"£8,675.00"
5201107897,MMHG LTD T/A MAKE MY HOME GREEN,Energy and Utilities,"£8,610.00"
5201107117,KEATS ESTATE AGENTS LLP,"Construction, Property and Fac Man","£8,602.01"
5201106989,MMHG LTD T/A MAKE MY HOME GREEN,Energy and Utilities,"£8,600.00"
8001476181,KARTIKEYA SOLUTIONS LTD,Temporary Accommodation,"£8,571.43"
8001476196,LITTLE GEMS CARE HOME LTD,Temporary Accommodation,"£8,571.43"
200333735,METROPOLITAN SUPPORT TRUST,Social care,"£8,562.54"
5201106740,HARINGEY RACE & EQUALITY COUNCIL,General,"£8,530.65"
1900780942,REDACTED PERSONAL DATA,Social care,"£8,500.00"
1900780290,AMAS LTD MAIN CLIENTS  ACCOUNT,Finance,"£8,477.38"
8001472421,BEACON LODGE CHARITABLE TRUST,Children and Education,"£8,414.02"
5201108227,DELL CORPORATION LTD,IT and Telecoms,"£8,385.00"
1900781432,THE MOAT SCHOOL,Children and Education,"£8,365.00"
8001465541,DEVON COUNTY COUNCIL,Children and Education,"£8,340.00"
1900781517,THE WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£8,333.00"
5201107628,POLLARD THOMAS & EDWARDS LTD,"Construction, Property and Fac Man","£8,332.95"
8001476213,GOLD ORCHID LTD T/A CARLTON VALE,Temporary Accommodation,"£8,292.60"
1900780936,SHAW & SONS LIMITED,Communication,"£8,292.25"
1900781358,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£8,277.00"
1900780273,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£8,272.00"
1900781222,FLYNN COMMUNICATIONS LTD,General,"£8,250.00"
5201105952,PACE FUELCARE LTD,Energy and Utilities,"£8,232.00"
