Transaction,Vendor,Category,Amount
8001680815,NAZARETH HOUSE,Social care,"£25,264.28"
1900796363,WOOD GREEN PRESCHOOL PLAYGROUP,Children and Education,"£25,128.00"
1900796474,HARINGEY CITIZEN'S ADVICE BUREAUX,Learning and Development,"£25,000.00"
1900796475,HARINGEY CITIZEN'S ADVICE BUREAUX,Learning and Development,"£25,000.00"
5201127778,TRAIN2WORK ACADEMY,General,"£24,860.06"
8001519420,GLENPAT HOMES LTD,Temporary Accommodation,"£24,764.14"
5201129653,SODEXO HEALTHCARE SERVICES LTD,Food and Drink,"£24,727.93"
1900795191,CITY OF WESTMINSTER,Children and Education,"£24,651.06"
1900796124,HOMES FOR HARINGEY LIMITED,General,"£24,528.95"
1900796558,NAS SERVICES LTD,Children and Education,"£24,477.59"
5201128922,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£24,398.45"
1900796473,RAINBOW EARLY YEARS AND CHILDCARE L,General,"£24,242.40"
1900795813,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£23,904.22"
1900795735,THE BRANDON CENTRE,People and Recruitment,"£23,860.76"
1900795566,THE MARKFIELD PROJECT LTD,Children and Education,"£23,176.30"
1900795567,THE MARKFIELD PROJECT LTD,Children and Education,"£23,176.30"
5201127242,VOLKERHIGHWAYS LTD,Public Realm,"£23,147.66"
1900796365,THE BRANDON CENTRE,People and Recruitment,"£23,101.67"
5201129049,MULALLEY AND CO LIMITED,"Construction, Property and Fac Man","£22,780.00"
5201129477,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£22,406.18"
1900796832,ORANGE PCS LTD,IT and Telecoms,"£21,947.93"
8001669661,THE PRIORY - POTTERS BAR,Temporary Accommodation,"£21,902.21"
1900796143,OAKRAY LTD,"Construction, Property and Fac Man","£21,793.21"
5201128122,RINGWAY JACOBS LIMITED,Public Realm,"£21,721.50"
5201128523,CMC PARTNERSHIP (UK) LIMITED,People and Recruitment,"£21,275.00"
5201128532,INNOVISION HEALTH & WELLBEING CIC,Social care,"£20,716.54"
200340786,ONE HOUSING GROUP LTD,Social care,"£20,378.55"
5201128497,HEDERA SCREENS LTD,Public Realm,"£20,368.00"
1900796421,EAGLE NURSERY LTD,General,"£20,202.00"
1900796452,TELESET,General,"£20,000.00"
1900796025,HCT GROUP,"Construction, Property and Fac Man","£20,000.00"
8001690039,MULLINVAM LIMITED,Temporary Accommodation,"£19,962.85"
5201128112,RINGWAY JACOBS LIMITED,Public Realm,"£19,822.58"
1900796557,NAS SERVICES LTD,Children and Education,"£19,699.21"
5201128115,RINGWAY JACOBS LIMITED,Public Realm,"£19,237.51"
5201127250,VOLKERHIGHWAYS LTD,Public Realm,"£19,224.16"
5201129613,VEOLIA ES (UK) LTD,Public Realm,"£18,961.27"
5201127652,NSL LIMITED,"Construction, Property and Fac Man","£18,859.00"
1900796666,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,"£18,680.00"
1900795985,GEORGE LONDON PROPERTY SRVCS LTD,Temporary Accommodation,"£18,422.68"
5201128829,COMMUNITY MATTERS,People and Recruitment,"£18,380.00"
5201128257,CIVICA UK LTD,People and Recruitment,"£18,377.60"
5201128096,RINGWAY JACOBS LIMITED,Public Realm,"£17,572.50"
1900795935,STEP BY STEP,Children and Education,"£17,431.20"
5201127643,VINCI CONSTRUCTION UK LTD,"Construction, Property and Fac Man","£17,379.37"
1900795557,GATENBYSANDERSON LTD,People and Recruitment,"£17,100.00"
8001693335,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£16,971.43"
8001664781,THE SHIRES HOME CARE SERVICES LIMIT,Social care,"£16,939.28"
1900796209,LONDON BOROUGH OF CROYDON,Finance,"£16,912.50"
5201127246,VOLKERHIGHWAYS LTD,Public Realm,"£16,847.54"
1900795679,DIGITAL CINEMA MEDIA LIMITED,Communication,"£16,758.00"
1900795341,PAVILLION PRE-SCHOOL,General,"£16,598.40"
5201129019,RINGWAY JACOBS LIMITED,Public Realm,"£16,463.65"
1900795608,IRG ADVISORS LLP,People and Recruitment,"£16,312.50"
5201129016,RINGWAY JACOBS LIMITED,Public Realm,"£16,312.11"
8001677884,ANNA HOUSE LTD,Temporary Accommodation,"£16,296.00"
1900795241,WOODCROFT SCHOOL,Children and Education,"£16,211.00"
1900795242,WOODCROFT SCHOOL,Children and Education,"£16,211.00"
1900795896,WOODCROFT SCHOOL,Children and Education,"£16,211.00"
1900795243,WOODCROFT SCHOOL,Children and Education,"£16,211.00"
8001682808,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£16,183.57"
8001567101,THE PRIORY GRANGE POTTERS BAR,Temporary Accommodation,"£15,522.93"
1900796265,WING PARKING LTD,Public Realm,"£15,513.38"
8001693325,BENJAMIN UK LTD,Temporary Accommodation,"£15,342.86"
5201129940,HARINGEY CITIZEN'S ADVICE BUREAUX,Public Health,"£15,333.00"
1900795981,WING PARKING LTD,Public Realm,"£15,323.28"
8001693328,YOUNG OPTIONS COLLEGE LTD,Temporary Accommodation,"£15,257.15"
5201128134,IMPOWER CONSULTING LTD,People and Recruitment,"£15,192.00"
1900796222,VAROSI ESTATES LIMITED,Temporary Accommodation,"£15,163.00"
1900796270,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£15,149.00"
1900795667,DEVON CLOSE PRE-SCHOOL,Children and Education,"£15,096.00"
8001656986,MAISON MOTI LTD,Temporary Accommodation,"£15,089.14"
1900795964,STANDING TOGETHER AGAINST DOMESTIC,Learning and Development,"£15,000.00"
1900796219,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,992.96"
5201129031,IRG ADVISORS LLP,People and Recruitment,"£14,950.00"
1900796217,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,700.64"
1900795989,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£14,673.47"
5201127105,NLPC LTD,General,"£14,609.63"
5201128113,RINGWAY JACOBS LIMITED,People and Recruitment,"£14,609.40"
1900796220,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,501.40"
1900795151,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,482.80"
1900796111,ALLPAY LIMITED,Finance,"£14,266.97"
1900795988,PENNA PLC,People and Recruitment,"£14,250.60"
200340817,HAIL LTD,Social care,"£14,230.00"
1900795354,HIGH CROSS PLAYGROUP,General,"£14,223.30"
5201129469,RESPOND GROUP LTD,IT and Telecoms,"£14,130.54"
1900796615,KENT COUNTY COUNCIL,Children and Education,"£14,104.86"
1900795575,LYRECO UK LTD,General,"£14,090.18"
1900796637,BRAKE BROS LIMITED,Food and Drink,"£13,929.83"
5201128090,VOLKERHIGHWAYS LTD,Public Realm,"£13,897.02"
1900796800,PENNA PLC,Children and Education,"£13,800.00"
8001667741,EXTRA MILE CARE COMPANY,Social care,"£13,738.83"
1900795153,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,736.40"
8001693326,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.29"
1900795146,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,676.13"
8001692058,CHOICE SUPPORT,Temporary Accommodation,"£13,672.27"
1900796740,IRG ADVISORS LLP,People and Recruitment,"£13,650.00"
5201128255,RINGWAY JACOBS LIMITED,Public Realm,"£13,476.57"
1900796663,CORNERWAYS CHILDRENS SERVICES LIMIT,Children and Education,"£13,455.94"
5201129861,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£13,443.50"
5201129863,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£13,443.50"
8001693340,TUMBLEWOOD PROJECT LIMITED,Temporary Accommodation,"£13,371.43"
5201128905,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£13,147.92"
1900796286,IRG ADVISORS LLP,People and Recruitment,"£13,102.40"
200340785,METROPOLITAN SUPPORT TRUST,Social care,"£12,902.10"
1900795148,VAROSI ESTATES LIMITED,Temporary Accommodation,"£12,733.30"
5201127383,JOINT ASSOC OF NISSA TRUST (J A N T,Learning and Development,"£12,730.00"
1900795633,EVERSHEDS LLP,People and Recruitment,"£12,681.90"
1900796043,BRAKE BROS LIMITED,Food and Drink,"£12,658.98"
5201128163,RINGWAY JACOBS LIMITED,Public Realm,"£12,602.20"
5201128840,UNITED GUARDING SERVICES LTD,General,"£12,474.22"
1900796349,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£12,428.39"
200340783,BROADWAY HOUSING ASSOCIATION,Social care,"£12,379.68"
1900796743,IRG ADVISORS LLP,People and Recruitment,"£12,350.00"
8001693333,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£12,342.85"
1900795357,DEVON CLOSE PRE-SCHOOL,General,"£12,339.60"
1900795897,SOUTHEND ON SEA BOROUGH COUNCIL,Children and Education,"£12,277.44"
8001692260,CENTRAL & CECIL HOUSING TRUST,Temporary Accommodation,"£12,268.22"
1900796075,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£12,264.38"
5201129066,PENNA PLC,People and Recruitment,"£12,180.00"
1900796338,LANCASHIRE COUNTY COUNCIL,Children and Education,"£12,125.83"
1900796027,IRG ADVISORS LLP,People and Recruitment,"£12,100.00"
8001684366,HAIL LTD,Social care,"£12,025.71"
5201128111,RINGWAY JACOBS LIMITED,Public Realm,"£11,997.65"
200340828,SOLACE WOMEN'S AID,Social care,"£11,911.88"
8001693342,CHARTWELL CARE PLC,Temporary Accommodation,"£11,857.15"
8001693324,4D CARE LTD,Temporary Accommodation,"£11,828.57"
8001693338,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£11,820.00"
8001682806,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£11,785.71"
1900796214,OMEGA LETTINGS LTD,Temporary Accommodation,"£11,744.66"
1900796344,BT PAYMENT SERVICES LTD,IT and Telecoms,"£11,733.49"
1900796130,HOMES FOR HARINGEY LIMITED,Sport and Leisure,"£11,720.00"
1900796128,HOMES FOR HARINGEY LIMITED,Sport and Leisure,"£11,720.00"
1900795626,REDFERN TRAVEL LTD,Travel,"£11,690.24"
5201128911,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£11,588.59"
8001693344,ADEZA CARE HOMES LTD,Temporary Accommodation,"£11,571.43"
1900795358,AFRICAN CARIBBEAN DAY NURSERY,General,"£11,547.90"
5201127621,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£11,504.26"
1900795919,MENORAH GRAMMAR SCHOOL,Children and Education,"£11,444.50"
8001686161,NAS SERVICES LTD,Social care,"£11,419.80"
5201129805,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£11,403.06"
5201129841,CIPFA BUSINESS LIMITED,People and Recruitment,"£11,305.00"
5201128346,P&E HARINGEY LODGE LIMITED,Temporary Accommodation,"£11,282.56"
8001668781,POST ADOPTION CENTRE,Children and Education,"£11,282.00"
1900795662,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£11,257.89"
1900795865,INTRINSIQUE LTD,People and Recruitment,"£11,250.00"
8001656764,BROOKDALE HEALTHCARE,Temporary Accommodation,"£11,242.60"
8001692055,PROGRESS HOMES T/A BLAKE,Temporary Accommodation,"£11,218.33"
5201129058,CAPITA SYMONDS LIMITED,"Construction, Property and Fac Man","£11,200.00"
5201129561,LYNCADE LTD t/a CAVENDISH CARS,Travel,"£11,008.40"
1900796618,SYSTEM ASSOCIATES LTD,IT and Telecoms,"£11,000.00"
1900796816,BLACKBURN IT SERVICES LIMITED T/A B,IT and Telecoms,"£11,000.00"
8001692089,WIDER OPTIONS (3) LTD,Children and Education,"£10,992.30"
8001693329,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£10,971.43"
8001653940,SENSE,Social care,"£10,933.79"
8001684145,BROOKDALE HEALTHCARE,Temporary Accommodation,"£10,879.93"
8001692007,THE DISABILITIES TRUST,Temporary Accommodation,"£10,793.31"
5201128085,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£10,777.04"
5201127994,VINCI CONSTRUCTION UK LTD,"Construction, Property and Fac Man","£10,551.53"
5201127783,RINGWAY JACOBS LIMITED,People and Recruitment,"£10,531.58"
1900795149,VAROSI ESTATES LIMITED,Temporary Accommodation,"£10,476.85"
1900796192,GREEN PARK INTERIM & EXECUTIVE LTD,People and Recruitment,"£10,462.50"
5201129243,B & L COACHES,Travel,"£10,446.69"
8001677781,MARCUS & MARCUS LTD,Social care,"£10,424.00"
5201128152,RINGWAY JACOBS LIMITED,Public Realm,"£10,386.25"
5201129745,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£10,356.94"
8001668961,POST ADOPTION CENTRE,Children and Education,"£10,333.00"
8001693336,ARNFIELD CARE LTD,Temporary Accommodation,"£10,268.57"
1900795828,WISE C SOLUTIONS LTD,People and Recruitment,"£10,250.00"
1900795040,PLEXUS CLIENT ACCOUNT,Finance,"£10,245.00"
5201127043,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£10,213.87"
1900795992,J.A. STEEL AND SON LTD,General,"£10,200.00"
200340784,METROPOLITAN CARE AND REPAIR,Social care,"£10,198.57"
1900795576,REDFERN TRAVEL LTD,Travel,"£10,186.39"
8001653862,SENSE,Temporary Accommodation,"£10,150.64"
5201127647,CIPFA BUSINESS LIMITED,People and Recruitment,"£10,147.50"
5201128621,MOTT MACDONALD LIMITED,"Construction, Property and Fac Man","£10,118.50"
1900795342,MORNING STAR NURSERY  LTD,General,"£10,101.00"
1900795611,CHESTNUTS PRE-SCHOOL,General,"£10,101.00"
1900795609,IRG ADVISORS LLP,People and Recruitment,"£10,075.00"
8001654008,MAGICARE LTD,Temporary Accommodation,"£10,048.50"
1900795894,KENT COUNTY COUNCIL,Children and Education,"£10,035.42"
8001663562,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£10,025.72"
8001692023,THE DISABILITIES TRUST,Temporary Accommodation,"£10,025.61"
8001692056,THE DISABILITIES TRUST,Temporary Accommodation,"£10,025.49"
8001674901,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£10,012.31"
5201128529,REDACTED PERSONAL DATA,People and Recruitment,"£10,000.00"
1900795024,PLEXUS CLIENT ACCOUNT,Finance,"£10,000.00"
1900790198,ALLPAY LIMITED,General,"£10,000.00"
8001676041,CONSENSA CARE LTD,Temporary Accommodation,"£9,996.35"
5201127103,THOMSON REUTERS PROFESSIONAL (UK) L,Communication,"£9,986.40"
8001692063,CEPHAS CARE LTD,Temporary Accommodation,"£9,952.80"
8001692222,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£9,907.92"
1900795867,INTRINSIQUE LTD,People and Recruitment,"£9,900.00"
5201127151,THE SELBY TRUST,Learning and Development,"£9,892.00"
1900796350,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£9,785.38"
1900795607,IRG ADVISORS LLP,People and Recruitment,"£9,750.00"
200340793,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,746.45"
5201128162,RINGWAY JACOBS LIMITED,Public Realm,"£9,746.03"
8001690033,MAGICARE LTD,Temporary Accommodation,"£9,739.28"
8001685961,CONSENSA CARE LTD,Temporary Accommodation,"£9,673.89"
5201127353,CIPFA BUSINESS LIMITED,Finance,"£9,660.00"
1900795944,SENAD LIMITED,Children and Education,"£9,639.93"
8001658521,LONDON CARE PARTNERSHIP LTD,Temporary Accommodation,"£9,618.86"
8001693341,FIVE RIVERS CHILD CARE LTD,Temporary Accommodation,"£9,600.00"
8001692017,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£9,557.79"
1900796441,WOOD GREEN SALVATION ARMY PLAYGROUP,Children and Education,"£9,528.00"
5201127162,REDACTED PERSONAL DATA,"Construction, Property and Fac Man","£9,437.33"
8001692149,CMG LTD,Temporary Accommodation,"£9,409.07"
1900795323,BRAKE BROS FOODSERVICE LTD,Food and Drink,"£9,329.02"
1900795923,MENORAH GRAMMAR SCHOOL,Children and Education,"£9,280.00"
8001656843,HERITAGE CARE,Temporary Accommodation,"£9,270.68"
5201129141,EXPRESSWAYS LTD,Travel,"£9,237.66"
8001663578,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£9,235.50"
1900795933,STEP BY STEP,Children and Education,"£9,202.29"
8001656784,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£9,199.61"
1900796061,DENTONS UKMEA LLP,Legal,"£9,181.20"
1900796223,VAROSI ESTATES LIMITED,Temporary Accommodation,"£9,155.72"
5201129552,POSITIVE EMPLOYMENT & TRAINING JOB,General,"£9,143.14"
1900795991,J.A. STEEL AND SON LTD,General,"£9,130.00"
5201128167,RINGWAY JACOBS LIMITED,Public Realm,"£9,111.66"
1900795333,LUBAVITCH NURSERY,Children and Education,"£9,100.00"
1900795158,LUBAVITCH NURSERY,Children and Education,"£9,100.00"
1900795334,LUBAVITCH NURSERY,Children and Education,"£9,100.00"
8001656809,HERITAGE CARE,Temporary Accommodation,"£8,972.11"
8001656810,HERITAGE CARE,Temporary Accommodation,"£8,972.11"
8001656808,HERITAGE CARE,Temporary Accommodation,"£8,972.06"
1900795893,WOODCROFT SCHOOL,Children and Education,"£8,944.00"
1900795244,WOODCROFT SCHOOL,Children and Education,"£8,944.00"
8001693323,HOLIBROOK HOUSE,Temporary Accommodation,"£8,914.28"
8001684163,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£8,902.84"
8001653856,SENSE,Social care,"£8,869.81"
