Transaction,Vendor,Category,  Amount  
5201111943, EQUINOX , Social care ,"£37,634.75"
200335609, ST MUNGOS HOUSING ASSOCIATION , Social care ,"£37,564.19"
200336111, ST MUNGOS HOUSING ASSOCIATION , Social care ,"£37,564.19"
1900785048, BRITISH TELECOMMUNICATION PLC , IT and Telecoms ,"£36,551.62"
200335575, ST MUNGOS HOUSING ASSOCIATION , Social care ,"£35,777.08"
200336078, ST MUNGOS HOUSING ASSOCIATION , Social care ,"£35,777.08"
1900785623, LC MITSIOU AND SON LIMITED , Temporary Accommodation ,"£32,913.09"
1900785540, LONDON GRID FOR LEARNING TRUST , IT and Telecoms ,"£31,994.00"
1900784912, LONDON GRID FOR LEARNING TRUST , IT and Telecoms ,"£31,580.15"
1900786277, LOVELL PARTNERSHIPS LTD ," Construction, Property and Fac Man ","£31,314.08"
1900784869, VIRGIN MEDIA PAYMENTS LIMITED , IT and Telecoms ,"£30,971.23"
5201112845, EUROPA FACILITIES MANAGEMENT LTD ," Construction, Property and Fac Man ","£30,469.55"
5201114489, DANCE UNITED , Sport and Leisure ,"£30,000.00"
5201113545, B & L COACHES , Travel ,"£29,644.21"
1900785019, WHITTINGTON HOSPITAL NHS TRUST , People and Recruitment ,"£29,568.00"
5201112472, RAYTELL ELECTRICAL COMPANY LTD ," Construction, Property and Fac Man ","£29,249.38"
1900786283, TOTTENHAM HOTSPUR FOUNDATION , Social care ,"£28,000.00"
5201113714,REDACTED PERSONAL DATA, General ,"£27,500.00"
1900786177, LONDON AND QUADRANT HOUSING , Temporary Accommodation ,"£27,413.92"
1900786181, LONDON AND QUADRANT HOUSING , Temporary Accommodation ,"£27,413.92"
1900786182, LONDON AND QUADRANT HOUSING , Temporary Accommodation ,"£27,413.92"
1900786183, LONDON AND QUADRANT HOUSING , Temporary Accommodation ,"£27,413.92"
1900786184, LONDON AND QUADRANT HOUSING , Temporary Accommodation ,"£27,413.92"
1900786185, LONDON AND QUADRANT HOUSING , Temporary Accommodation ,"£27,413.92"
200335607, HAIL LTD , Social care ,"£27,137.76"
5201112378, PITNEY BOWES SOFTWARE LTD , IT and Telecoms ,"£27,105.61"
1900785285, OTIS LIMITED ," Construction, Property and Fac Man ","£26,596.36"
1900786186, PENNA PLC , People and Recruitment ,"£26,259.25"
1900786428, DSI BILLING SERVICES , General ,"£25,645.30"
1900785017, HARINGEY CITIZEN'S ADVICE BUREAUX , Learning and Development ,"£25,000.00"
5201113699, LONDON PROBATION TRUST , General ,"£24,999.17"
5201112496, NAS SERVICES LTD , Children and Education ,"£24,477.60"
5201113945, NAS SERVICES LTD , Children and Education ,"£24,477.59"
5201112495, NAS SERVICES LTD , Children and Education ,"£24,477.57"
1900785702, JJ FOOD SERVICE LTD , Food and Drink ,"£23,655.75"
1900786421, MOYGLEN CONSTRUCTION LTD ," Construction, Property and Fac Man ","£23,626.92"
5201112846, EUROPA FACILITIES MANAGEMENT LTD ," Construction, Property and Fac Man ","£22,926.16"
1900786065, JJ FOOD SERVICE LTD , Food and Drink ,"£22,594.17"
1900785286, OTIS LIMITED ," Construction, Property and Fac Man ","£22,106.20"
5201113939, CIVICA UK LTD , People and Recruitment ,"£22,045.06"
5201113621, AMBER CONSTRUCTION SERVICES LTD ," Construction, Property and Fac Man ","£21,469.61"
8001517611, CONTINUUM GROUP & EDUCATION GROUP L , Temporary Accommodation ,"£21,214.29"
1900785181, WELFARE CALL (LAC) LTD , Communication ,"£21,081.02"
8001515920, ROSEVIEW CARE HOMES , Temporary Accommodation ,"£20,850.00"
1900785478, REDFERN TRAVEL LTD , Travel ,"£20,833.65"
5201112215, INNOVISION HEALTH & WELLBEING CIC , Social care ,"£20,716.54"
5201114432, INNOVISION HEALTH & WELLBEING CIC , Social care ,"£20,716.54"
5201114537, RAYTELL ELECTRICAL COMPANY LTD ," Construction, Property and Fac Man ","£20,547.27"
200335569, ONE HOUSING GROUP LTD , Social care ,"£20,378.55"
200336072, ONE HOUSING GROUP LTD , Social care ,"£20,378.55"
5201113813, CIVICA UK LTD , People and Recruitment ,"£20,357.51"
1900785514, LONDON BOROUGH OF CROYDON , Finance ,"£20,167.00"
5201112078, WOODCROFT SCHOOL , Children and Education ,"£19,844.50"
5201112080, WOODCROFT SCHOOL , Children and Education ,"£19,844.50"
5201112497, NAS SERVICES LTD , Children and Education ,"£19,699.21"
1900786427, DSI BILLING SERVICES , General ,"£19,650.90"
1900786173, AGILISYS PROFESSIONAL SERVICES , People and Recruitment ,"£19,125.00"
8001517598, YOUNG OPTIONS COLLEGE LTD , Temporary Accommodation ,"£19,071.43"
5201112250, NSL LIMITED ," Construction, Property and Fac Man ","£18,859.01"
1900784948, JJ FOOD SERVICE LTD , Food and Drink ,"£18,856.83"
8001513521, FAMILY SOCIETY , Social care ,"£18,000.00"
5201113940, CIVICA UK LTD , People and Recruitment ,"£17,739.08"
5201114535," EAST ARCHIT, LANDSCAPE, URBAN DSGN ", People and Recruitment ,"£17,600.00"
1900786041, PLEXUS CLIENT ACCOUNT , Finance ,"£17,500.00"
8001517617, CONTINUUM GROUP & EDUCATION GROUP L , Temporary Accommodation ,"£16,928.57"
5201111970, HARINGEY SPORTS DEVELOPMENT , Sport and Leisure ,"£16,800.00"
5201113625, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£16,687.57"
1900784814, HAYS SPECIALIST RECRUITMENT , People and Recruitment ,"£16,617.00"
5201113015, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£16,440.45"
1900785634, VAROSI ESTATES LIMITED , Temporary Accommodation ,"£16,025.50"
1900786524, HOMES FOR HARINGEY LIMITED ," Construction, Property and Fac Man ","£15,996.16"
1900784792, DAIRY CREST LTD , General ,"£15,975.46"
5201111739, XMA LTD , IT and Telecoms ,"£15,510.43"
5201113481, STAR CARS LTD , Travel ,"£15,443.40"
8001517607, CASTLE HOMES CARE LIMITED , Temporary Accommodation ,"£15,428.57"
5201113480, STAR CARS LTD , Travel ,"£15,424.44"
8001517603, CONTINUUM GROUP & EDUCATION GROUP L , Temporary Accommodation ,"£15,235.71"
1900784815, LONDON BOROUGH OF ISLINGTON , Children and Education ,"£15,185.22"
5201112839, JONES LANG LASALLE LIMITED , People and Recruitment ,"£15,000.00"
8001517604, CASTLE HOMES CARE LIMITED , Temporary Accommodation ,"£15,000.00"
5201113618, ECODOMUS LTD , Energy and Utilities ,"£14,713.99"
8001517615, HILLCREST CARE SERVICES LTD , Temporary Accommodation ,"£14,657.14"
1900785631, VAROSI ESTATES LIMITED , Temporary Accommodation ,"£14,653.64"
1900784499, PURDY CONTRACTS LTD ," Construction, Property and Fac Man ","£14,622.80"
1900786519, REDFERN TRAVEL LTD , Travel ,"£14,554.77"
1900785635, VAROSI ESTATES LIMITED , Temporary Accommodation ,"£14,479.74"
8001517618, HOLIBROOK HOUSE , Temporary Accommodation ,"£14,464.29"
1900786503, DAIRY CREST LTD , Food and Drink ,"£14,454.24"
1900786044, PURDY CONTRACTS LTD ," Construction, Property and Fac Man ","£14,433.37"
1900785633, VAROSI ESTATES LIMITED , Temporary Accommodation ,"£14,397.44"
8001499587, MISHELLIS PROPERTIES LTD T/A MCA CA , Social care ,"£14,360.28"
5201112089,REDACTED PERSONAL DATA, Social care ,"£14,350.00"
5201112090,REDACTED PERSONAL DATA, Social care ,"£14,350.00"
5201113547, HEALTHMATIC LTD , General ,"£14,285.72"
5201112332, PARAGON GROUP UK LIMITED , Communication ,"£13,990.51"
1900785938, IRG ADVISORS LLP , People and Recruitment ,"£13,788.60"
8001517599, CONTINUUM GROUP & EDUCATION GROUP L , Temporary Accommodation ,"£13,714.29"
8001517601, CONTINUUM GROUP & EDUCATION GROUP L , Temporary Accommodation ,"£13,714.29"
1900785939, IRG ADVISORS LLP , People and Recruitment ,"£13,500.00"
200335568, METROPOLITAN SUPPORT TRUST , Social care ,"£13,483.98"
8001495675, FOUR SEASONS (NO 10) LTD , Temporary Accommodation ,"£13,314.27"
200336071, METROPOLITAN SUPPORT TRUST , Social care ,"£12,975.20"
8001517616, ARNFIELD CARE LTD , Temporary Accommodation ,"£12,835.71"
5201112895, NAS SERVICES LTD , Children and Education ,"£12,676.89"
5201112896, NAS SERVICES LTD , Children and Education ,"£12,676.88"
5201113700, LYNCADE LTD t/a CAVENDISH CARS , Travel ,"£12,648.00"
5201113037, GATENBYSANDERSON LTD , Communication ,"£12,600.00"
1900785609, OMEGA LETTINGS LTD , Temporary Accommodation ,"£12,519.66"
1900785632, VAROSI ESTATES LIMITED , Temporary Accommodation ,"£12,492.60"
1900786511, PLEXUS CLIENT ACCOUNT , Finance ,"£12,300.00"
8001518614, CHOICE SUPPORT , Temporary Accommodation ,"£12,227.79"
1900786553, HM REVENUE & CUSTOMS ONLY ," Construction, Property and Fac Man ","£12,225.00"
1900784660, NORFOLK COUNTY COUNCIL , Children and Education ,"£12,180.67"
8001509702, AREA 51 EDUCATION LTD , Social care ,"£12,060.00"
8001517612, RUSHCLIFFE CARE GROUP , Temporary Accommodation ,"£12,000.00"
1900785137, PLEXUS LAW (OFFICE ACCOUNT) , Finance ,"£11,960.13"
5201114320, TUNSTALL HEALTHCARE(UK) LTD , Social care ,"£11,956.50"
1900785541, BT PAYMENT SERVICES LTD , IT and Telecoms ,"£11,907.60"
1900785142, HOMES FOR HARINGEY LIMITED ," Construction, Property and Fac Man ","£11,867.68"
1900785616, GEORGE LONDON PROPERTY SRVCS LTD , Temporary Accommodation ,"£11,749.62"
8001501184, 24/7 RESIDENTIAL CARE LTD , Temporary Accommodation ,"£11,571.43"
8001517623, CHARTWELL CARE PLC , Temporary Accommodation ,"£11,571.43"
5201114064, BTU (INSTALLATION & MAINTENANCE) LI ," Construction, Property and Fac Man ","£11,546.20"
8001501182, 24/7 RESIDENTIAL CARE LTD , Temporary Accommodation ,"£11,514.28"
5201112793, MENORAH GRAMMAR SCHOOL , Children and Education ,"£11,444.50"
5201112799, KISHARON , Children and Education ,"£11,400.00"
1900785065, THE WOMEN'S THERAPY CENTRE , General ,"£11,334.00"
1900785615, P&E HARINGEY LODGE LIMITED , Temporary Accommodation ,"£11,313.14"
8001518720, CMG LTD , Temporary Accommodation ,"£11,237.14"
8001518611, PROGRESS HOMES T/A BLAKE , Temporary Accommodation ,"£11,229.90"
5201112800, KISHARON , Children and Education ,"£11,210.33"
8001517621, TUMBLEWOOD PROJECT LIMITED , Temporary Accommodation ,"£11,142.86"
5201114326, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£11,090.04"
5201112840, THE MARKFIELD PROJECT LTD , Social care ,"£11,001.00"
8001518651, WIDER OPTIONS (3) LTD , Children and Education ,"£10,995.73"
8001498048, SENSE , Social care ,"£10,933.78"
5201113182, URBAN LAND MANAGEMENT LTD , Temporary Accommodation ,"£10,933.00"
1900785061, CIPFA BUSINESS LIMITED , People and Recruitment ,"£10,920.00"
8001519269, BROOKDALE HEALTHCARE , Temporary Accommodation ,"£10,879.93"
1900784870, VIRGIN MEDIA PAYMENTS LIMITED , IT and Telecoms ,"£10,876.30"
8001518560, THE DISABILITIES TRUST , Temporary Accommodation ,"£10,793.31"
5201112206, CONTRACT SECURITY SERVICES LTD , IT and Telecoms ,"£10,772.90"
8001517596, AFTER CARE (N W) LIMITED , Temporary Accommodation ,"£10,714.29"
8001517608, AFTER CARE (N W) LIMITED , Temporary Accommodation ,"£10,714.29"
8001520605, SENSE , Social care ,"£10,581.09"
1900785032,REDACTED PERSONAL DATA, Legal ,"£10,500.00"
1900786449, J.A. STEEL AND SON LTD , General ,"£10,480.00"
8001517903, MARCUS & MARCUS LTD , Social care ,"£10,424.00"
5201114433, YOTTA LTD , Public Realm ,"£10,400.00"
8001508741, YOUR LIFESTYLE LLP ," Construction, Property and Fac Man ","£10,371.43"
200336070, METROPOLITAN CARE AND REPAIR , Social care ,"£10,198.57"
8001497957, SENSE , Temporary Accommodation ,"£10,150.64"
8001517609, LONDON BOROUGH OF ISLINGTON , Temporary Accommodation ,"£10,047.09"
8001518577, THE DISABILITIES TRUST , Temporary Accommodation ,"£10,025.61"
8001518612, THE DISABILITIES TRUST , Temporary Accommodation ,"£10,025.49"
5201112892, MOTT MACDONALD LIMITED ," Construction, Property and Fac Man ","£10,024.22"
8001518804, CONNIFIERS CARE LIMITED , Temporary Accommodation ,"£10,011.85"
1900784560, RRS LB HARINGEY FUNDING ACC SOCIAL , General ,"£10,000.00"
1900784903, HARINGEY SIXTH FORM EDUCATION , Children and Education ,"£10,000.00"
5201113116, JONES LANG LASALLE LIMITED , People and Recruitment ,"£10,000.00"
5201113330, CHARTERED INSTITUTE OF HOUSING , Learning and Development ,"£10,000.00"
8001520654, MAGICARE LTD , Social care ,"£9,910.71"
8001520519, SENSE , Temporary Accommodation ,"£9,823.20"
5201113490, EXPRESSWAYS LTD , Travel ,"£9,817.50"
5201113956, UNITED GUARDING SERVICES LTD , General ,"£9,772.62"
5201112790, UPSONS , General ,"£9,769.12"
8001517600, HILLCREST CARE SERVICES LTD , Temporary Accommodation ,"£9,758.97"
200335578, ST IGNATIUS HOUSING ASSOCIATION , Social care ,"£9,746.45"
200336081, ST IGNATIUS HOUSING ASSOCIATION , Social care ,"£9,746.45"
5201112798, KISHARON , Children and Education ,"£9,688.00"
8001517002, VINEYARD (UK) SERVICES LTD , Social care ,"£9,660.00"
1900786448, J.A. STEEL AND SON LTD , General ,"£9,580.00"
8001518570, CARETECH COMMUNITY SERVICES LTD , Temporary Accommodation ,"£9,557.79"
5201114329, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£9,532.11"
5201113688, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£9,517.80"
1900785067, LYRECO UK LTD , General ,"£9,379.78"
5201112796, MENORAH GRAMMAR SCHOOL , Children and Education ,"£9,280.00"
8001517624, BENJAMIN UK LTD , Temporary Accommodation ,"£9,205.71"
5201113546, B & L COACHES , Travel ,"£9,196.51"
5201112088, FAIRLEY HOUSE SCHOOL , Children and Education ,"£9,126.76"
5201113957, UNITED GUARDING SERVICES LTD , General ,"£9,106.88"
1900785951, GATENBYSANDERSON LTD , People and Recruitment ,"£9,100.00"
5201113671, GROUNDWORK LONDON , General ,"£9,100.00"
5201112810, T-THREE PUBLIC SECTOR CONSULTING LT , Learning and Development ,"£9,027.00"
5201113951, UNITED GUARDING SERVICES LTD , General ,"£9,020.88"
5201112805, KISHARON , Children and Education ,"£9,000.00"
5201113507, LYNCADE LTD t/a CAVENDISH CARS , Travel ,"£8,998.00"
5201112835, PWP FS PRINT AND DESIGN , Communication ,"£8,990.00"
5201114328, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£8,944.55"
8001517614, HOLIBROOK HOUSE , Temporary Accommodation ,"£8,928.57"
1900786003, CIPFA BUSINESS LIMITED , People and Recruitment ,"£8,925.00"
5201112911, CIPFA BUSINESS LIMITED , People and Recruitment ,"£8,910.00"
8001519287, HOFFMANN FOUNDATION FOR AUTISM , Social care ,"£8,902.84"
1900784659, RESOURCES FOR AUTISM , Children and Education ,"£8,886.00"
8001518803, BARNARDO'S , Social care ,"£8,883.00"
8001497949, SENSE , Social care ,"£8,869.80"
8001493084, YOUR LIFESTYLE LLP ," Construction, Property and Fac Man ","£8,800.00"
8001520512, SENSE , Social care ,"£8,583.69"
8001518716, PRECIOUS HOMES LTD , Temporary Accommodation ,"£8,575.72"
8001503862, SEVACARE (UK) LTD , Social care ,"£8,574.72"
8001506187, SEVACARE (UK) LTD , Social care ,"£8,574.72"
8001517602, LITTLE GEMS CARE HOME LTD , Temporary Accommodation ,"£8,571.43"
1900784881, BRITISH TELECOMMUNICATION PLC , IT and Telecoms ,"£8,524.90"
1900784747, REYNOLDS PORTER CHAMBERLAIN LLP , Legal ,"£8,500.00"
5201112348, INNOVISION HEALTH & WELLBEING CIC , Social care ,"£8,482.98"
200336109, HAIL LTD , Social care ,"£8,476.57"
8001507043, EDENVALE CARE LIMITED , Temporary Accommodation ,"£8,473.84"
8001509522, EDENVALE CARE LIMITED , Temporary Accommodation ,"£8,473.84"
8001497925, NORWOOD SCHOOLS LTD , Temporary Accommodation ,"£8,431.30"
8001497958, RESIDENTIAL CARE PROVIDERS LTD , Temporary Accommodation ,"£8,403.71"
1900784873, WHITTINGTON HOSPITAL NHS TRUST , People and Recruitment ,"£8,334.00"
5201113556, CONNEVANS LTD , Social care ,"£8,324.23"
5201112803, KISHARON , Children and Education ,"£8,319.46"
8001517619, GOLD ORCHID LTD T/A CARLTON VALE , Temporary Accommodation ,"£8,292.60"
5201113778, MOTT MACDONALD LIMITED ," Construction, Property and Fac Man ","£8,289.50"
8001518637, CMG LTD , Temporary Accommodation ,"£8,264.79"
8001518721, CMG LTD , Temporary Accommodation ,"£8,258.74"
8001519347, HF TRUST LTD , Social care ,"£8,251.58"
8001520485, NORWOOD SCHOOLS LTD , Temporary Accommodation ,"£8,159.31"
8001520520, RESIDENTIAL CARE PROVIDERS LTD , Temporary Accommodation ,"£8,132.61"
5201113523, LYNCADE LTD t/a CAVENDISH CARS , Travel ,"£8,085.52"
200335557, HARINGEY WOMENS FORUM , Social care ,"£8,076.16"
200336059, HARINGEY WOMENS FORUM , Social care ,"£8,076.16"
8001518599, DRS CARE HOMES LTD , Temporary Accommodation ,"£8,025.94"
8001497956, SENSE , Temporary Accommodation ,"£8,023.99"
8001498108, MAGICARE LTD , Temporary Accommodation ,"£8,002.42"
1900784681, FRIENDS OF BOBOVER  FOUNDATION , Children and Education ,"£8,000.00"
8001519357, INDEPENDENCE HOMES LTD , Temporary Accommodation ,"£7,928.57"
1900785943, ALPHA PLANNING LTD , People and Recruitment ,"£7,875.00"
5201114379, ST IVES DIRECT BRADFORD LTD , Communication ,"£7,853.00"
1900785580, NPS GROUP LTD ," Construction, Property and Fac Man ","£7,849.83"
8001518587, ROYAL MENCAP SOCIETY , Social care ,"£7,849.07"
8001520518, SENSE , Temporary Accommodation ,"£7,765.16"
1900785590, WISE C SOLUTIONS LTD , People and Recruitment ,"£7,750.00"
8001497961, PRECIOUS HOMES LTD , Temporary Accommodation ,"£7,715.28"
8001517605, YOUNG GENERATION , Temporary Accommodation ,"£7,714.29"
8001518647, CONNIFIERS CARE LIMITED , Temporary Accommodation ,"£7,714.29"
8001518751, DRS CARE HOMES LTD , Temporary Accommodation ,"£7,714.29"
8001518800, DRS CARE HOMES LTD , Temporary Accommodation ,"£7,714.29"
5201112910, HOME CONNECTIONS LETTINGS LIMITED , IT and Telecoms ,"£7,650.00"
8001519319, SAIVAN CARE SERVICES LTD , Temporary Accommodation ,"£7,624.24"
1900784676, SUSIE MASON CONSULTING LIMITED , People and Recruitment ,"£7,600.00"
8001499584, MISHELLIS PROPERTIES LTD T/A MCA CA , Temporary Accommodation ,"£7,600.00"
5201112794, MENORAH GRAMMAR SCHOOL , Children and Education ,"£7,590.00"
8001518556, PRECIOUS HOMES LTD , Temporary Accommodation ,"£7,557.30"
1900784745, WOOD GREEN PLAY GROUP , Children and Education ,"£7,500.00"
5201113229, MOTT MACDONALD LIMITED ," Construction, Property and Fac Man ","£7,468.80"
8001520522, PRECIOUS HOMES LTD , Temporary Accommodation ,"£7,466.40"
8001518674, GREENVIEW HEALTHCARE LTD , Temporary Accommodation ,"£7,443.86"
5201114224, PACE FUELCARE LTD , Energy and Utilities ,"£7,422.53"
5201113626, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£7,421.64"
1900784938, I CAN CARE LTD , Social care ,"£7,420.00"
1900785165, NPS LONDON LTD , Public Realm ,"£7,418.61"
8001519396, HILLGREEN CARE LIMITED , Temporary Accommodation ,"£7,356.13"
5201114086, UNITED GUARDING SERVICES LTD , General ,"£7,346.55"
8001519474, ESSEX COUNTY COUNCIL , Temporary Accommodation ,"£7,308.03"
5201112506, NLPC LTD , General ,"£7,295.60"
8001519392, GREEN LANES PROJECTS LTD , Temporary Accommodation ,"£7,277.57"
5201112369, TRUSTMARQUE SOLUTIONS LIMITED , IT and Telecoms ,"£7,237.19"
8001518822, CMG LTD , Temporary Accommodation ,"£7,235.23"
8001518554, CAVENDISH CARE , Temporary Accommodation ,"£7,217.91"
5201113011, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£7,197.55"
1900784874, FLYNN COMMUNICATIONS LTD , General ,"£7,150.00"
1900786029, TYRER ROXBURGH SOLICITORS LLP , Legal ,"£7,150.00"
8001509691, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509692, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509701, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509706, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509707, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509708, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509721, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509722, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509723, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509725, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509728, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509729, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509730, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509731, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001509732, AREA 51 EDUCATION LTD , Social care ,"£7,110.00"
8001519393, HAIL LTD , Social care ,"£7,085.58"
1900784496, WILKIN CHAPMAN SOLICITORS , General ,"£7,028.00"
5201112966, FRANKHAM CONSULTANCY GROUP LTD ," Construction, Property and Fac Man ","£7,000.00"
8001518710, GREEN LANES PROJECTS LTD , Temporary Accommodation ,"£6,970.50"
8001518657, COMPLETE CARE SERVICES LTD , Temporary Accommodation ,"£6,952.07"
5201113624, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£6,940.57"
8001517610, WINSBEACH CHILDREN'S HOME , Temporary Accommodation ,"£6,938.40"
5201114325, EFFECTABLE CONSTRUCTION SERVICES LT , Social care ,"£6,935.26"
5201112819, DIRECT SURVEILLANCE SOLUTIONS LTD ," Construction, Property and Fac Man ","£6,875.00"
5201113981, UNITED GUARDING SERVICES LTD , General ,"£6,868.17"
1900785349, WILKIN CHAPMAN LLP , General ,"£6,841.60"
