Transaction,Vendor,Category ,Amount
1900792004,KEEPMOAT REGENRATION (APOLLO) LTD,"Construction, Property and Fac Man","£70,653.29"
5201123159,GRANT THORNTON UK LLP,Finance,"£68,175.00"
5201121334,NORTHGATE INFORMATION SOLUTIONS UK,IT and Telecoms,"£66,720.32"
1900791250,THE HESLEY GROUP,Children and Education,"£64,451.25"
1900791968,URBAN LAND MANAGEMENT LTD,Temporary Accommodation,"£63,703.18"
5201121972,IMPOWER CONSULTING LTD,People and Recruitment,"£61,904.25"
1900791090,LOGICALIS UK LTD,IT and Telecoms,"£55,654.00"
1900792664,LOGICALIS UK LTD,IT and Telecoms,"£55,654.00"
200338037,EPIC TRUST - SWALLOW HOUSE,Social care,"£55,567.36"
200338685,EPIC TRUST - SWALLOW HOUSE,Social care,"£55,567.36"
1900791817,ESSEX COUNTY COUNCIL,Children and Education,"£55,211.11"
1900791085,NAS SERVICES LTD,Children and Education,"£55,175.18"
1900791595,TAVISTOCK & PORTMAN NHS FT,Children and Education,"£54,000.00"
1900791251,ST ELIZABETHS CENTRE,Children and Education,"£53,748.00"
200338036,METROPOLITAN SUPPORT TRUST,Social care,"£53,467.84"
200338684,METROPOLITAN SUPPORT TRUST,Social care,"£53,467.84"
200338701,ONE HOUSING GROUP LTD,Social care,"£50,958.00"
200338038,ST MUNGOS HOUSING ASSOCIATION,Social care,"£48,307.44"
200338686,ST MUNGOS HOUSING ASSOCIATION,Social care,"£48,307.44"
1900791086,CIVICA UK LTD,IT and Telecoms,"£47,453.14"
1900790864,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£47,025.00"
1900791912,PENNA PLC,People and Recruitment,"£42,119.00"
5201122247,BUBIC,Social care,"£41,487.50"
1900792001,KEEPMOAT REGENRATION (APOLLO) LTD,"Construction, Property and Fac Man","£40,165.51"
8001597261,MARCUS & MARCUS LTD,Temporary Accommodation,"£37,795.20"
8001597461,MARCUS & MARCUS LTD,Temporary Accommodation,"£36,729.00"
1900792139,IMPOWER CONSULTING LTD,People and Recruitment,"£36,685.00"
200338016,ST MUNGOS HOUSING ASSOCIATION,Social care,"£35,777.08"
200338664,ST MUNGOS HOUSING ASSOCIATION,Social care,"£35,777.08"
200338051,FAMILY MOSAIC,Social care,"£35,722.02"
200338700,FAMILY MOSAIC,Social care,"£35,722.02"
1900791209,BRITISH TELECOMMUNICATION PLC,IT and Telecoms,"£33,350.66"
5201123202,MANHATTAN SOFTWARE GROUP LTD,IT and Telecoms,"£31,430.00"
5201122971,PANACEA SOFTWARE LTD,IT and Telecoms,"£30,620.40"
1900791229,THE WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£29,569.00"
8001596881,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£28,862.52"
5201122207,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£28,842.50"
5201120778,FUSION LIFESTYLE,General,"£28,436.42"
8001597281,LOOK AHEAD CARE AND SUPPORT LTD,Temporary Accommodation,"£27,285.26"
5201123314,CGI IT UK LIMITED,IT and Telecoms,"£26,821.00"
1900791234,LONDON BOROUGH OF CROYDON,Finance,"£26,500.50"
5201122320,GROUNDWORK LONDON,Public Realm,"£26,083.71"
5201120889,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£26,057.27"
8001570465,ANNA HOUSE LTD,Temporary Accommodation,"£25,802.00"
1900792003,KEEPMOAT REGENRATION (APOLLO) LTD,"Construction, Property and Fac Man","£25,649.32"
5201120823,CIVICA UK LTD,People and Recruitment,"£25,104.58"
1900792729,LOVELL PARTNERSHIPS LTD,"Construction, Property and Fac Man","£25,055.57"
1900792379,THE BRANDON CENTRE,People and Recruitment,"£24,864.75"
5201120777,FUSION LIFESTYLE,General,"£24,407.42"
5201120801,FUSION LIFESTYLE,General,"£23,709.60"
1900790766,IRG ADVISORS LLP,People and Recruitment,"£23,595.00"
1900792378,THE BRANDON CENTRE,People and Recruitment,"£23,383.67"
8001597242,MARCUS & MARCUS LTD,Temporary Accommodation,"£23,000.00"
1900792153,WEST HEATH 2000,Children and Education,"£22,916.67"
5201121141,PREMIER SURVEYS LIMITED,People and Recruitment,"£21,830.60"
5201121612,CIVICA UK LTD,People and Recruitment,"£21,828.39"
1900792691,ORANGE PCS LTD,IT and Telecoms,"£21,813.23"
8001605923,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£21,214.28"
5201120885,EUROPA FACILITIES MANAGEMENT LTD,"Construction, Property and Fac Man","£21,121.48"
1900792758,DAIRY CREST LTD,Food and Drink,"£20,954.19"
5201120824,CIVICA UK LTD,People and Recruitment,"£20,730.15"
5201122217,DG3 GROUP (HOLDINGS) LTD,Communication,"£20,720.00"
200338010,ONE HOUSING GROUP LTD,Social care,"£20,378.55"
200338658,ONE HOUSING GROUP LTD,Social care,"£20,378.55"
1900790616,HCT GROUP,Travel,"£20,000.00"
5201122287,CITY OF WESTMINISTER,People and Recruitment,"£20,000.00"
1900791610,MOORCROFT MANOR LIMITED,Children and Education,"£19,803.33"
8001583201,TACT,Social care,"£19,800.00"
1900792760,DAIRY CREST LTD,Food and Drink,"£19,766.02"
1900791845,COLERIDGE PRIMARY SCHOOL,Finance,"£19,418.38"
8001583741,ESSEX COUNTY COUNCIL,Children and Education,"£19,073.08"
8001605914,YOUNG OPTIONS COLLEGE LTD,Temporary Accommodation,"£19,071.42"
5201121154,NSL LIMITED,"Construction, Property and Fac Man","£18,859.01"
5201122208,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£18,000.00"
8001597181,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£17,517.66"
5201122212,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£17,278.67"
1900791665,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£17,067.66"
1900791984,GATENBYSANDERSON LTD,People and Recruitment,"£16,245.00"
8001580481,VINEYARD (UK) SERVICES LTD,Social care,"£16,215.00"
8001592992,BUPA CARE HOMES (GL) LTD,Temporary Accommodation,"£15,730.16"
8001576343,YOUNG OPTIONS COLLEGE LTD,"Construction, Property and Fac Man","£15,714.28"
5201122198,STAR CARS LTD,Travel,"£15,597.75"
1900791973,VAROSI ESTATES LIMITED,Temporary Accommodation,"£15,535.86"
8001567101,THE PRIORY GRANGE POTTERS BAR,Temporary Accommodation,"£15,522.93"
8001605921,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£15,428.58"
8001606465,BENJAMIN UK LTD,Temporary Accommodation,"£15,342.86"
1900791678,PAUL FRASER ASSOCIATES LTD,General,"£15,318.00"
8001605917,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£15,235.72"
1900792102,CLYDE & CO LLP CLIENT ACCOUNT,Finance,"£15,100.00"
5201123163,REDACTED PERSONAL DATA,Legal,"£15,000.00"
8001573361,THE BRESLAFF CENTRE,Children and Education,"£15,000.00"
8001592121,THE BRESLAFF CENTRE,Children and Education,"£15,000.00"
1900792014,WING PARKING LTD,Finance,"£14,999.55"
5201122211,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£14,984.67"
5201120532,IRG ADVISORS LLP,People and Recruitment,"£14,950.00"
1900792787,LOVELL PARTNERSHIPS LTD,"Construction, Property and Fac Man","£14,848.73"
8001605931,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£14,775.00"
8001605937,CHARTWELL CARE PLC,Temporary Accommodation,"£14,657.14"
1900792202,GEORGE LONDON PROPERTY SRVCS LTD,Temporary Accommodation,"£14,627.83"
1900792676,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,502.12"
8001605927,HOLIBROOK HOUSE,Temporary Accommodation,"£14,464.28"
1900791715,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£14,450.00"
1900791972,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,400.48"
1900790790,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,357.55"
1900791960,PENNA PLC,People and Recruitment,"£14,250.00"
1900791970,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,234.88"
200338044,HAIL LTD,Social care,"£14,230.00"
8001569717,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£14,211.11"
1900791971,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,205.04"
1900791992,IRG ADVISORS LLP,People and Recruitment,"£14,175.00"
1900792674,VAROSI ESTATES LIMITED,Temporary Accommodation,"£14,009.55"
5201120970,CADLINE LTD,IT and Telecoms,"£13,980.00"
1900791263,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£13,920.00"
1900790707,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,736.40"
8001605915,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.28"
8001605916,CONTINUUM GROUP & EDUCATION GROUP L,Temporary Accommodation,"£13,714.28"
1900792679,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,711.05"
1900792675,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,618.50"
1900790709,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,531.05"
1900791518,MOOR HOUSE SCHOOL,Children and Education,"£13,530.08"
200338692,HAIL LTD,Social care,"£13,518.50"
1900792554,PLEXUS LAW CLIENT ACCOUNT,Finance,"£13,500.00"
1900790708,VAROSI ESTATES LIMITED,Temporary Accommodation,"£13,047.86"
8001605926,ARNFIELD CARE LTD,Temporary Accommodation,"£12,835.72"
200338009,METROPOLITAN SUPPORT TRUST,Social care,"£12,813.12"
200338657,METROPOLITAN SUPPORT TRUST,Social care,"£12,813.12"
1900791969,VAROSI ESTATES LIMITED,Temporary Accommodation,"£12,799.16"
8001568455,CHOICE SUPPORT,Temporary Accommodation,"£12,635.38"
1900792411,PENNA PLC,Children and Education,"£12,600.00"
5201121097,CM MONITOR LIMITED,Communication,"£12,500.00"
5201123144,CM MONITOR LIMITED,Communication,"£12,500.00"
8001605924,RUSHCLIFFE CARE GROUP,Temporary Accommodation,"£12,000.00"
8001556077,CHARTWELL CARE PLC,Temporary Accommodation,"£11,957.15"
200338705,SOLACE WOMEN'S AID,Social care,"£11,911.88"
5201122205,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£11,903.33"
1900791762,SPG CONSULTANTS LTD,Children and Education,"£11,875.00"
8001565981,NAS SERVICES LTD,Social care,"£11,800.46"
1900791785,OMEGA LETTINGS LTD,Temporary Accommodation,"£11,744.66"
8001563727,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£11,687.13"
5201122009,BITE CP LTD,Communication,"£11,675.00"
1900791825,LBH RECEIVERSHIP ACCOUNT,General,"£11,643.05"
8001568555,CMG LTD,Temporary Accommodation,"£11,611.72"
8001568452,PROGRESS HOMES T/A BLAKE,Temporary Accommodation,"£11,592.28"
1900792225,HARINGEY ASSOC OF VOL & COMMUNITY O,General,"£11,528.89"
1900792724,GREEN PARK INTERIM & EXECUTIVE LTD,People and Recruitment,"£11,475.00"
1900790759,J.A. STEEL AND SON LTD,General,"£11,440.00"
8001568672,DRS CARE HOMES LTD,Temporary Accommodation,"£11,400.00"
8001568489,WIDER OPTIONS (3) LTD,Children and Education,"£11,358.71"
1900791566,LYRECO UK LTD,General,"£11,326.85"
1900791207,BT PAYMENT SERVICES LTD,IT and Telecoms,"£11,254.63"
1900792608,IRG ADVISORS LLP,People and Recruitment,"£11,250.00"
8001564506,BROOKDALE HEALTHCARE,Temporary Accommodation,"£11,242.60"
8001568403,THE DISABILITIES TRUST,Temporary Accommodation,"£11,153.09"
1900790974,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£11,149.11"
8001568821,SENSE,Social care,"£10,933.79"
8001600826,BROOKDALE HEALTHCARE,Temporary Accommodation,"£10,879.92"
8001605912,FIVE RIVERS CHILD CARE LTD,Temporary Accommodation,"£10,800.00"
1900792681,VAROSI ESTATES LIMITED,Temporary Accommodation,"£10,767.25"
5201123191,PARITY PROJECTS,People and Recruitment,"£10,747.50"
1900791933,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£10,650.00"
5201122209,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£10,556.67"
1900791097,CLYDE & CO LLP,Finance,"£10,500.00"
1900791750,PENNA PLC,People and Recruitment,"£10,500.00"
5201122206,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£10,500.00"
8001578021,MARCUS & MARCUS LTD,Social care,"£10,424.00"
8001597841,MARCUS & MARCUS LTD,Social care,"£10,424.00"
8001605910,HOLIBROOK HOUSE,Temporary Accommodation,"£10,400.00"
1900790761,J.A. STEEL AND SON LTD,General,"£10,390.00"
8001568419,THE DISABILITIES TRUST,Temporary Accommodation,"£10,359.80"
8001568453,THE DISABILITIES TRUST,Temporary Accommodation,"£10,359.67"
8001567128,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£10,252.64"
5201122204,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£10,250.00"
5201120953,CIVICA UK LTD,People and Recruitment,"£10,200.00"
200338008,METROPOLITAN CARE AND REPAIR,Social care,"£10,198.57"
200338656,METROPOLITAN CARE AND REPAIR,Social care,"£10,198.57"
8001568740,SENSE,Temporary Accommodation,"£10,150.64"
1900791079,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£10,119.01"
8001567120,LIFE STYLE CARE (2011) PLC,Temporary Accommodation,"£10,089.15"
8001605922,LONDON BOROUGH OF ISLINGTON,Temporary Accommodation,"£10,047.08"
1900792743,HOMES FOR HARINGEY LIMITED,General,"£10,025.31"
1900790873,RRS LB HARINGEY FUNDING ACC SOCIAL,General,"£10,000.00"
1900792610,PLEXUS CLIENT ACCOUNT,Finance,"£10,000.00"
5201121079,HOME CONNECTIONS LETTINGS LIMITED,IT and Telecoms,"£10,000.00"
5201123194,TOTTENHAM HOTSPUR FOUNDATION,Sport and Leisure,"£10,000.00"
8001566641,CONSENSA CARE LTD,Temporary Accommodation,"£9,996.35"
1900791299,CROYDON COUNCIL,Finance,"£9,933.00"
5201122557,THE MARKFIELD PROJECT LTD,Social care,"£9,902.00"
8001568413,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£9,876.38"
1900790710,VAROSI ESTATES LIMITED,Temporary Accommodation,"£9,856.55"
5201121839,Q-MATIC UK LTD,IT and Telecoms,"£9,855.00"
5201121877,UPSONS,General,"£9,769.12"
200338019,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,746.45"
200338667,ST IGNATIUS HOUSING ASSOCIATION,Social care,"£9,746.45"
5201121058,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£9,697.33"
8001568593,SURREY COUNTY COUNCIL,General,"£9,694.03"
8001604841,VINEYARD (UK) SERVICES LTD,Social care,"£9,660.00"
5201123542,BME CARERS SUPPORT SERVICE,Social care,"£9,575.00"
1900791931,WISE C SOLUTIONS LTD,People and Recruitment,"£9,500.00"
5201121890,RUSKINS TREE SURGERY LTD,Public Realm,"£9,500.00"
8001568394,DRS CARE HOMES LTD,Temporary Accommodation,"£9,485.71"
1900791855,TETHERDOWN PRIMARY SCHOOL,Children and Education,"£9,450.00"
5201123046,EASTERN SHIRES PURCHASING ORGANISAT,General,"£9,402.78"
1900792467,LONDON BOROUGH OF CROYDON,Finance,"£9,331.00"
8001568630,BARNARDO'S,Social care,"£9,315.71"
1900792268,PENNA PLC,People and Recruitment,"£9,265.00"
8001568631,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£9,223.15"
8001564526,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£9,199.61"
1900791721,PARAGON GROUP UK LIMITED,Communication,"£9,168.20"
8001580681,VINEYARD (UK) SERVICES LTD,Social care,"£9,150.90"
200338055,SOLACE WOMEN'S AID,Social care,"£9,092.35"
1900792216,ABSOLUTE PROPERTY AGENTS LTD,Temporary Accommodation,"£8,972.51"
5201121948,WPG LIMITED,Communication,"£8,958.11"
200337998,HARINGEY WOMENS FORUM,Social care,"£8,941.47"
8001564340,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£8,904.31"
8001600846,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£8,902.84"
8001568734,SENSE,Social care,"£8,869.81"
8001568551,PRECIOUS HOMES LTD,Temporary Accommodation,"£8,861.58"
5201122003,UNITED GUARDING SERVICES LTD,General,"£8,747.52"
1900792684,COFELY LTD,Energy and Utilities,"£8,701.56"
8001575260,SEVACARE (UK) LTD,Social care,"£8,574.72"
8001568477,CMG LTD,Temporary Accommodation,"£8,540.28"
8001568556,CMG LTD,Temporary Accommodation,"£8,527.82"
1900791082,BRITISH TELECOMMUNICATION PLC,IT and Telecoms,"£8,524.90"
8001564584,HF TRUST LTD,Social care,"£8,523.10"
5201123048,ATKINS LTD,"Construction, Property and Fac Man","£8,522.00"
8001605908,TURNING POINT CARE LIMITED,Temporary Accommodation,"£8,485.72"
8001588681,EDENVALE CARE LIMITED,Temporary Accommodation,"£8,473.84"
1900791535,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£8,472.00"
8001568705,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£8,431.29"
8001568741,RESIDENTIAL CARE PROVIDERS LTD,Temporary Accommodation,"£8,403.70"
8001563729,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£8,392.77"
1900791739,THE WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£8,333.00"
8001568440,DRS CARE HOMES LTD,Temporary Accommodation,"£8,293.48"
5201123199, ITM COMMUNICATIONS LTD,IT and Telecoms,"£8,281.68"
8001600903,HF TRUST LTD,Social care,"£8,248.16"
8001564594,INDEPENDENCE HOMES LTD,Temporary Accommodation,"£8,192.85"
1900791574,REDFERN TRAVEL LTD,Travel,"£8,186.24"
5201121140,RUSKINS TREE SURGERY LTD,Public Realm,"£8,154.73"
5201121057,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£8,139.03"
8001568428,ROYAL MENCAP SOCIETY,Social care,"£8,110.70"
8001568739,SENSE,Temporary Accommodation,"£8,023.99"
5201120810,ADAMS & SUTHERLAND LTD,People and Recruitment,"£8,015.00"
8001569718,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£7,972.47"
8001568486,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£7,971.43"
8001568580,DRS CARE HOMES LTD,Temporary Accommodation,"£7,971.43"
8001568628,DRS CARE HOMES LTD,Temporary Accommodation,"£7,971.43"
8001597301,LOOK AHEAD CARE AND SUPPORT LTD,Temporary Accommodation,"£7,958.20"
8001600912,INDEPENDENCE HOMES LTD,Temporary Accommodation,"£7,928.58"
5201122913,ACTION FOR KIDS CHARITABLE TRUST,Children and Education,"£7,888.80"
8001564558,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£7,878.39"
8001564246,SUNCARE RECOVERY LTD,Temporary Accommodation,"£7,843.88"
5201120939,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,841.53"
8001568399,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,809.21"
1900791259,REDACTED PERSONAL DATA,People and Recruitment,"£7,800.00"
8001568743,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,715.28"
8001605909,YOUNG GENERATION,Temporary Accommodation,"£7,714.28"
8001605919,YOUNG GENERATION,Temporary Accommodation,"£7,714.28"
8001605932,YOUNG GENERATION,Temporary Accommodation,"£7,714.28"
1900792200,GENERAL ACCOMMODATION ESTATES LTD,Temporary Accommodation,"£7,710.93"
8001568511,GREENVIEW HEALTHCARE LTD,Temporary Accommodation,"£7,691.98"
5201121716,CITY OF LONDON,General,"£7,679.00"
5201122177,HOME CONNECTIONS LETTINGS LIMITED,IT and Telecoms,"£7,650.00"
5201122817,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£7,648.00"
8001600877,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£7,624.24"
1900791577,FRANK BARNES SCHOOL FOR DEAF CHILDR,Children and Education,"£7,620.00"
8001564633,HILLGREEN CARE LIMITED,Temporary Accommodation,"£7,601.34"
8001605936,FIVE RIVERS CHILD CARE LTD,Temporary Accommodation,"£7,600.00"
5201122296,REDACTED PERSONAL DATA,"Construction, Property and Fac Man","£7,591.55"
8001599625,SUNCARE RECOVERY LTD,Temporary Accommodation,"£7,590.86"
5201120948,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,557.17"
5201122924,NORTH LONDON COMMUNITY HOUSE LTD,Children and Education,"£7,550.00"
5201122414,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,530.91"
8001564629,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£7,520.15"
5201123283,CUTTLE CONSTRUCTION LTD,"Construction, Property and Fac Man","£7,509.00"
1900791709,BARNARDO SERVICES LTD,General,"£7,500.00"
1900791710,BARNARDO SERVICES LTD,General,"£7,500.00"
5201122413,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,493.49"
5201121282,CH&I ASSOCIATES LTD,Legal,"£7,484.38"
8001568397,CAVENDISH CARE,Temporary Accommodation,"£7,458.51"
1900792537,HAMELIN TRUST,Children and Education,"£7,402.50"
8001600948,HILLGREEN CARE LIMITED,Temporary Accommodation,"£7,356.12"
8001564630,HAIL LTD,Social care,"£7,321.76"
8001587534,MAGICARE LTD,Temporary Accommodation,"£7,241.14"
5201122865,SITA UK,Public Realm,"£7,209.40"
8001568494,COMPLETE CARE SERVICES LTD,Temporary Accommodation,"£7,183.80"
5201122411,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,150.04"
1900790587,CAROL DOUCH CONSULTING LTD,People and Recruitment,"£7,150.00"
5201121117,JOINT ASSOC OF NISSA TRUST (J A N T,Learning and Development,"£7,128.00"
8001600946,HAIL LTD,Social care,"£7,085.56"
5201122178,UNITED GUARDING SERVICES LTD,General,"£7,076.04"
1900791851,FFT EDUCATION LTD,Children and Education,"£7,055.00"
5201122408,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,027.57"
1900791932,SRH SOLUTIONS LTD,People and Recruitment,"£7,000.00"
8001594561,AUTISM WEST MIDLANDS,Social care,"£6,958.66"
8001568411,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,947.50"
5201120947,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,942.60"
5201120509,GENERAL DYNAMICS INFOMATION TECH LT,General,"£6,936.69"
5201120984,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,900.78"
8001568679,DRS CARE HOMES LTD,Temporary Accommodation,"£6,864.29"
5201123012,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,823.18"
5201122668,HERITAGE MUSIC & CASWELLS STRINGS,Sport and Leisure,"£6,775.00"
8001564503,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,763.98"
8001564541,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,762.43"
8001578041,MARCUS & MARCUS LTD,Temporary Accommodation,"£6,752.00"
8001597761,MARCUS & MARCUS LTD,Temporary Accommodation,"£6,752.00"
8001568474,CONSENSA CARE LTD,Temporary Accommodation,"£6,719.92"
5201120936,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,690.88"
8001603529,REDACTED PERSONAL DATA,Social care,"£6,684.14"
5201123010,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,675.54"
5201120554,UNITED GUARDING SERVICES LTD,General,"£6,663.15"
5201122333,OPM,Communication,"£6,662.50"
5201122334,OPM,Communication,"£6,662.50"
8001568717,ROSEVIEW CARE HOMES,Temporary Accommodation,"£6,652.14"
8001563716,PATERNOSTER HOUSE CARE CENTRE,Temporary Accommodation,"£6,648.38"
8001568626,DRS CARE HOMES LTD,Temporary Accommodation,"£6,642.85"
8001568795,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£6,642.85"
5201123013,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,620.14"
5201121711,UNITED GUARDING SERVICES LTD,General,"£6,606.20"
5201121337,ESPATIAL SOLUTIONS LTD,IT and Telecoms,"£6,600.00"
8001564339,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£6,565.92"
8001600823,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,545.78"
8001600861,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,544.28"
200338704,SOLACE WOMEN'S AID,Social care,"£6,527.84"
5201122416,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,526.26"
8001605768,INTEGRATED SERVICES PROGRAMME,Children and Education,"£6,502.46"
5201123133,GROUNDWORK LONDON,General,"£6,500.00"
5201120938,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,451.23"
